Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Span,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework,Duration,total_duration,num_activities,unique_resources,concurrent_cases,time_proximity
Case 56,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-08 11:26:00,2012-03-08 11:44:00,000:18,24,Spur Gear,ID0998,D,24,0,0,,18.0,695.0,8,5,12,38136.044033465434
Case 56,Final Inspection Q.C.,Quality Check 1,2012-03-08 11:30:00,2012-03-08 12:19:00,000:49,24,Spur Gear,ID4618,D,24,0,0,,49.0,695.0,8,5,14,38137.908410391894
Case 58,Round Grinding - Manual,Machine 27 - Grinding,2012-02-09 10:49:00,2012-02-09 11:16:00,000:27,28,Adjusting Nut,ID4528,S,0,0,0,,27.0,1282.0,7,4,12,32788.60347864377
Case 58,Round Grinding - Manual,Machine 27 - Grinding,2012-02-09 12:28:00,2012-02-09 13:37:00,001:09,28,Adjusting Nut,ID4528,S,0,0,0,,69.0,1282.0,7,4,16,32769.747688243064
Case 58,Round Grinding - Manual,Machine 27 - Grinding,2012-02-09 16:02:00,2012-02-09 18:14:00,002:12,28,Adjusting Nut,ID4872,D,10,0,0,,132.0,1282.0,7,4,14,32729.851166886834
Case 58,Round Grinding - Manual,Machine 27 - Grinding,2012-02-11 23:14:00,2012-02-12 06:12:00,006:58,28,Adjusting Nut,ID4528,D,18,0,0,,418.0,1282.0,7,4,13,32169.796565389694
Case 58,Final Inspection Q.C.,Quality Check 1,2012-02-19 06:50:00,2012-02-19 15:11:00,008:21,28,Adjusting Nut,ID4618,D,28,0,0,,501.0,1282.0,7,4,47,31548.086343612336
Case 58,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-19 15:09:00,2012-02-19 16:24:00,000:00,28,Adjusting Nut,ID0998,D,28,0,0,,75.0,1282.0,7,4,22,31544.91831792162
Case 58,Packing,Packing,2012-02-20 00:00:00,2012-02-20 01:00:00,000:00,28,Adjusting Nut,ID4820,D,28,0,0,,60.0,1282.0,7,4,14,31591.993829881005
Case 59,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-18 09:47:00,2012-03-18 15:54:00,006:07,10,Ballnut,ID4794,S,2,0,0,,367.0,861.0,9,5,28,46313.37318361955
Case 59,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-18 16:11:00,2012-03-18 17:59:00,001:48,10,Ballnut,ID4429,D,7,0,0,,108.0,861.0,9,5,9,46584.847390442636
Case 59,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-03-18 20:21:00,2012-03-18 21:18:00,000:57,10,Ballnut,ID4529,D,1,0,0,,57.0,861.0,9,5,5,46746.147732276535
Case 59,Turning & Milling Q.C.,Quality Check 1,2012-03-21 09:20:00,2012-03-21 10:10:00,000:50,10,Ballnut,ID4618,D,7,0,0,,50.0,861.0,9,5,14,49406.416740088105
Case 59,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-21 14:51:00,2012-03-21 14:56:00,000:05,10,Ballnut,ID4718,D,7,0,0,,5.0,861.0,9,5,9,49637.63650374285
Case 59,Lapping - Machine 1,Machine 1 - Lapping,2012-03-21 16:57:00,2012-03-21 17:35:00,000:38,10,Ballnut,ID0420,D,7,0,0,,38.0,861.0,9,5,9,49734.58982826948
Case 59,Packing,Packing,2012-03-22 00:00:00,2012-03-22 01:00:00,000:00,10,Ballnut,ID4820,D,7,0,0,,60.0,861.0,9,5,19,50172.914827890556
Case 59,Final Inspection Q.C.,Quality Check 1,2012-03-22 09:27:00,2012-03-22 11:08:00,001:41,10,Ballnut,ID4618,D,7,0,0,,101.0,861.0,9,5,16,50507.14068692206
Case 59,Turning & Milling Q.C.,Quality Check 1,2012-03-23 12:18:00,2012-03-23 13:33:00,000:00,10,Ballnut,ID4618,D,0,3,0,,75.0,861.0,9,5,8,51806.80977542933
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-06 05:00:00,2012-02-06 06:30:00,001:30,73,Bearing,ID0997,S,1,0,0,,90.0,2848.0,18,5,6,33897.936591809776
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-06 06:12:00,2012-02-06 06:36:00,000:24,73,Bearing,ID0997,S,0,0,0,,24.0,2848.0,18,5,6,33884.70733318652
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-07 12:40:00,2012-02-07 15:43:00,003:03,73,Bearing,ID4219,S,0,0,0,,183.0,2848.0,18,5,32,33407.41563876652
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-07 16:00:00,2012-02-07 18:52:00,002:52,73,Bearing,ID4219,S,1,0,0,,172.0,2848.0,18,5,12,33344.74240422721
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-07 20:27:00,2012-02-08 03:38:00,007:11,73,Bearing,ID0997,S,0,0,0,,431.0,2848.0,18,5,13,33281.920079260235
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-08 03:39:00,2012-02-08 06:44:00,003:05,73,Bearing,ID0997,D,27,0,0,,185.0,2848.0,18,5,8,33181.89806252752
Case 6,Turning & Milling Q.C.,Quality Check 1,2012-02-08 06:50:00,2012-02-08 07:06:00,000:16,73,Bearing,ID4618,D,0,0,0,,16.0,2848.0,18,5,9,33145.50539528738
Case 6,Turning & Milling Q.C.,Quality Check 1,2012-02-08 06:50:00,2012-02-08 14:44:00,007:54,73,Bearing,ID4618,D,0,0,0,,474.0,2848.0,18,5,33,33145.50539528738
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-08 07:00:00,2012-02-08 18:03:00,011:03,73,Bearing,ID4219,D,33,0,0,,663.0,2848.0,18,5,42,33157.836087243886
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-08 20:39:00,2012-02-09 00:37:00,003:58,73,Bearing,ID0997,D,11,0,0,,238.0,2848.0,18,5,15,32959.35997357992
Case 6,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-02-09 00:00:00,2012-02-09 01:15:00,000:00,73,Bearing,ID4882,D,0,0,0,,75.0,2848.0,18,5,8,32939.91363736506
Case 6,Turning & Milling Q.C.,Quality Check 1,2012-02-09 07:14:00,2012-02-09 07:23:00,000:09,73,Bearing,ID4618,D,73,0,0,,9.0,2848.0,18,5,10,32830.41963892559
Case 6,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-02-10 08:31:00,2012-02-10 09:16:00,000:45,73,Bearing,ID4882,D,73,0,0,,45.0,2848.0,18,5,13,32553.194848084542
Case 6,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-12 09:39:00,2012-02-12 10:26:00,000:47,73,Bearing,ID0998,D,72,0,0,,47.0,2848.0,18,5,15,32078.49790794979
Case 6,Final Inspection Q.C.,Quality Check 1,2012-02-13 16:40:00,2012-02-13 16:41:00,000:01,73,Bearing,ID4618,D,72,0,0,,1.0,2848.0,18,5,12,31821.384852487892
Case 6,Packing,Packing,2012-02-14 00:00:00,2012-02-14 01:00:00,000:00,73,Bearing,ID4820,D,55,0,0,,60.0,2848.0,18,5,18,31828.75694750772
Case 6,Packing,Packing,2012-02-14 00:00:00,2012-02-14 01:00:00,000:00,73,Bearing,ID4820,D,17,0,0,,60.0,2848.0,18,5,18,31828.75694750772
Case 6,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-27 00:00:00,2012-02-27 01:15:00,000:00,73,Bearing,ID0998,D,0,1,0,,75.0,2848.0,18,5,18,33021.81437389771
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,2012-03-15 22:23:00,2012-03-16 00:10:00,001:47,15,Assembly 1,ID4219,S,0,0,0,,107.0,1113.0,13,5,14,43957.61052399824
Case 60,Lapping - Machine 1,Machine 1 - Lapping,2012-03-16 07:00:00,2012-03-16 07:20:00,000:20,15,Assembly 1,ID0998,D,15,0,0,,20.0,1113.0,13,5,10,44302.232547896936
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,2012-03-16 09:53:00,2012-03-16 12:30:00,002:37,15,Assembly 1,ID0997,S,0,0,0,,157.0,1113.0,13,5,20,44425.291189427306
Case 60,Turning Q.C.,Quality Check 1,2012-03-18 07:00:00,2012-03-18 08:00:00,001:00,15,Assembly 1,ID4287,S,0,0,0,,60.0,1113.0,13,5,8,46231.617536902406
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,2012-03-18 07:01:00,2012-03-18 08:39:00,001:38,15,Assembly 1,ID4219,B,0,0,0,,98.0,1113.0,13,5,12,46201.75187142228
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,2012-03-18 16:51:00,2012-03-18 23:30:00,006:39,15,Assembly 1,ID0997,S,15,0,0,,399.0,1113.0,13,5,15,46602.01519154558
Case 60,Turning Q.C.,Quality Check 1,2012-03-19 17:00:00,2012-03-19 17:58:00,000:58,15,Assembly 1,ID4287,D,0,0,0,,58.0,1113.0,13,5,8,47620.97555604493
Case 60,Turning Q.C.,Quality Check 1,2012-03-20 07:14:00,2012-03-20 08:00:00,000:46,15,Assembly 1,ID4287,D,15,0,0,,46.0,1113.0,13,5,12,48221.11008366359
Case 60,Lapping - Machine 1,Machine 1 - Lapping,2012-03-20 11:59:00,2012-03-20 12:35:00,000:36,15,Assembly 1,ID0998,D,15,0,0,,36.0,1113.0,13,5,16,48428.2714663144
Case 60,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-20 12:36:00,2012-03-20 12:47:00,000:11,15,Assembly 1,ID4882,D,15,0,0,,11.0,1113.0,13,5,14,48455.3703214443
Case 60,Final Inspection Q.C.,Quality Check 1,2012-03-20 13:30:00,2012-03-20 14:30:00,001:00,15,Assembly 1,ID4287,D,0,0,0,,60.0,1113.0,13,5,14,48495.0057243505
Case 60,Final Inspection Q.C.,Quality Check 1,2012-03-20 17:04:00,2012-03-20 17:05:00,000:01,15,Assembly 1,ID4287,D,15,0,0,,1.0,1113.0,13,5,9,48652.915896081024
Case 60,Packing,Packing,2012-03-21 00:00:00,2012-03-21 01:00:00,000:00,15,Assembly 1,ID4820,D,15,0,0,,60.0,1113.0,13,5,17,49070.63459841129
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 11:47:00,2012-02-16 16:27:00,004:40,40,Socket,ID3846,S,1,0,0,,280.0,5788.0,27,4,37,31531.43879348305
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 15:27:00,2012-02-16 16:05:00,000:38,40,Socket,ID3846,B,0,0,0,,38.0,5788.0,27,4,21,31533.6877339793
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 16:28:00,2012-02-16 17:30:00,001:02,40,Socket,ID3846,D,3,0,0,,62.0,5788.0,27,4,8,31532.706011891652
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 21:15:00,2012-02-17 06:46:00,009:31,40,Socket,ID4932,D,27,0,0,,571.0,5788.0,27,4,20,31528.738383615946
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-17 07:05:00,2012-02-17 10:31:00,003:26,40,Socket,ID3846,D,9,0,0,,206.0,5788.0,27,4,19,31517.355570233376
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-17 10:00:00,2012-02-17 11:49:00,001:49,40,Socket,ID4287,S,0,0,0,,109.0,5788.0,27,4,15,31517.1928665786
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 02:45:00,2012-02-19 06:50:00,004:05,40,Socket,ID4641,S,0,0,0,,245.0,5788.0,27,4,6,31531.55151915456
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 09:03:00,2012-02-19 10:53:00,001:50,40,Socket,ID3846,S,1,0,0,,110.0,5788.0,27,4,19,31536.17195068252
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-19 10:30:00,2012-02-19 11:30:00,001:00,40,Socket,ID4287,D,0,0,0,,60.0,5788.0,27,4,21,31537.87714663144
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 10:54:00,2012-02-19 12:24:00,001:30,40,Socket,ID3846,S,1,0,0,,90.0,5788.0,27,4,22,31538.385292822546
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 12:46:00,2012-02-19 15:14:00,002:28,40,Socket,ID3846,D,7,0,0,,148.0,5788.0,27,4,29,31541.036107441654
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 20:05:00,2012-02-20 00:34:00,004:29,40,Socket,ID4641,D,12,0,0,,269.0,5788.0,27,4,20,31555.09313077939
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-20 07:00:00,2012-02-20 15:27:00,008:27,40,Socket,ID3846,D,19,0,0,,507.0,5788.0,27,4,38,31609.782282944027
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-20 13:48:00,2012-02-20 16:49:00,003:01,40,Socket,ID4493,D,39,0,0,,181.0,5788.0,27,4,27,31603.280933509468
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-20 16:52:00,2012-02-20 16:55:00,000:03,40,Socket,ID4493,D,0,0,0,,3.0,5788.0,27,4,14,31614.284456186702
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-20 16:54:00,2012-02-20 18:09:00,000:00,40,Socket,ID4493,D,0,1,0,,75.0,5788.0,27,4,14,31621.371944505616
Case 61,Stress Relief,Oven,2012-02-20 16:54:00,2012-02-20 16:54:00,005:06,40,Socket,ID3998,D,39,0,0,,0.0,5788.0,27,4,12,31621.371944505616
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-14 13:36:00,2012-03-15 07:17:00,017:41,40,Socket,ID3846,S,0,0,0,,1061.0,5788.0,27,4,59,42721.69264641127
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-15 07:18:00,2012-03-15 08:21:00,001:03,40,Socket,ID3846,S,0,0,0,,63.0,5788.0,27,4,15,43379.30603258476
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-18 09:15:00,2012-03-18 15:05:00,005:50,40,Socket,ID3846,S,1,0,0,,350.0,5788.0,27,4,29,46291.77300748569
Case 61,Turning Q.C.,Quality Check 1,2012-03-18 15:00:00,2012-03-18 16:07:00,001:07,40,Socket,ID4287,S,0,0,0,,67.0,5788.0,27,4,15,46526.07265521796
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-18 15:06:00,2012-03-18 18:00:00,002:54,40,Socket,ID3846,D,6,0,0,Y,174.0,5788.0,27,4,18,46530.1677675033
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-19 00:19:00,2012-03-19 06:57:00,006:38,40,Socket,ID4641,D,17,0,0,Y,398.0,5788.0,27,4,11,46920.497027086545
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-19 07:12:00,2012-03-19 14:57:00,007:45,40,Socket,ID3846,D,15,0,0,Y,465.0,5788.0,27,4,35,47196.26860413914
Case 61,Turning Q.C.,Quality Check 1,2012-03-20 08:00:00,2012-03-20 10:00:00,002:00,40,Socket,ID4287,D,39,0,0,,120.0,5788.0,27,4,19,48264.972693239375
Case 61,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-29 00:00:00,2012-03-29 01:15:00,000:00,40,Socket,ID4882,D,0,0,0,,75.0,5788.0,27,4,22,58780.079452659455
Case 61,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-29 13:50:00,2012-03-29 14:51:00,001:01,40,Socket,ID0998,D,39,0,0,,61.0,5788.0,27,4,18,59444.0096894957
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-19 13:27:00,2012-02-19 16:03:00,002:36,9,Ballnut,ID4219,S,0,0,0,,156.0,2634.0,16,8,28,31542.065389696167
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-19 16:04:00,2012-02-20 06:41:00,014:37,9,Ballnut,ID4219,B,0,0,0,,877.0,2634.0,16,8,32,31546.6345222369
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-20 06:42:00,2012-02-20 12:59:00,006:17,9,Ballnut,ID4219,S,1,0,0,,377.0,2634.0,16,8,32,31581.167767503302
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-20 13:00:00,2012-02-20 15:35:00,002:35,9,Ballnut,ID4219,B,0,0,0,,155.0,2634.0,16,8,21,31607.521691257432
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-20 15:36:00,2012-02-20 17:07:00,001:31,9,Ballnut,ID4219,D,8,0,0,,91.0,2634.0,16,8,21,31609.603698811097
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-21 12:09:00,2012-02-21 12:51:00,000:42,9,Ballnut,ID4219,D,9,0,0,,42.0,2634.0,16,8,17,31702.014310876264
Case 62,Turning & Milling Q.C.,Quality Check 1,2012-02-22 15:11:00,2012-02-22 15:47:00,000:36,9,Ballnut,ID4618,D,9,0,0,,36.0,2634.0,16,8,18,31879.443637164244
Case 62,Turning & Milling Q.C.,Quality Check 1,2012-03-07 11:28:00,2012-03-07 15:09:00,003:41,9,Ballnut,ID4618,D,0,0,0,,221.0,2634.0,16,8,16,37488.12065169529
Case 62,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-11 11:04:00,2012-03-11 12:19:00,000:00,9,Ballnut,ID0998,D,9,0,0,,75.0,2634.0,16,8,15,40238.7917217085
Case 62,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-03-11 11:33:00,2012-03-11 12:20:00,000:47,9,Ballnut,ID0998,D,9,0,0,,47.0,2634.0,16,8,13,40253.482826948486
Case 62,Lapping - Machine 1,Machine 1 - Lapping,2012-03-11 12:21:00,2012-03-11 13:36:00,000:00,9,Ballnut,ID4882,D,9,0,0,,75.0,2634.0,16,8,13,40277.88309114927
Case 62,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-13 07:01:00,2012-03-13 09:11:00,002:10,9,Ballnut,ID4445,S,0,0,0,,130.0,2634.0,16,8,19,41656.624091609774
Case 62,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-13 09:12:00,2012-03-13 10:33:00,001:21,9,Ballnut,ID4445,D,9,0,0,,81.0,2634.0,16,8,19,41721.23734037869
Case 62,Grinding Rework - Machine 12,Machine 12 - Grinding,2012-03-16 09:20:00,2012-03-16 11:45:00,002:25,9,Ballnut,ID4872,D,0,0,0,,145.0,2634.0,16,8,21,44384.07485689123
Case 62,Packing,Packing,2012-03-19 00:00:00,2012-03-19 01:00:00,000:00,9,Ballnut,ID4820,D,9,0,0,,60.0,2634.0,16,8,11,46938.3644777435
Case 62,Final Inspection Q.C.,Quality Check 1,2012-03-19 09:57:00,2012-03-19 11:03:00,001:06,9,Ballnut,ID4618,D,9,0,0,,66.0,2634.0,16,8,17,47311.74174372523
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-08 05:34:00,2012-02-08 06:32:00,000:58,155,Cable Head,ID4529,S,0,0,0,,58.0,12631.0,53,8,5,33155.55966534567
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-09 02:49:00,2012-02-09 05:08:00,002:19,155,Cable Head,ID4529,S,0,0,0,,139.0,12631.0,53,8,2,32883.88793483047
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-10 09:33:00,2012-02-10 12:33:00,003:00,155,Cable Head,ID4429,D,9,0,0,,180.0,12631.0,53,8,20,32542.584984588284
Case 63,Turning & Milling Q.C.,Quality Check 1,2012-02-10 09:56:00,2012-02-10 11:00:00,001:04,155,Cable Head,ID4163,S,0,0,0,,64.0,12631.0,53,8,13,32538.699691765745
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-11 12:00:00,2012-02-11 19:00:00,007:00,155,Cable Head,ID4794,D,35,0,0,,420.0,12631.0,53,8,3,32287.056155031933
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-11 13:08:00,2012-02-12 10:45:00,021:37,155,Cable Head,ID4932,D,55,0,0,,1297.0,12631.0,53,8,35,32268.79392338177
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-11 22:36:00,2012-02-12 06:38:00,008:02,155,Cable Head,ID4794,D,41,0,0,,482.0,12631.0,53,8,13,32175.929106120653
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-12 07:07:00,2012-02-12 10:00:00,002:53,155,Cable Head,ID4167,D,15,0,0,,173.0,12631.0,53,8,16,32094.816600616472
Case 63,Turning & Milling Q.C.,Quality Check 1,2012-02-13 13:20:00,2012-02-13 16:06:00,002:46,155,Cable Head,ID4163,D,153,1,0,,166.0,12631.0,53,8,19,31851.63312045805
Case 63,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-15 10:19:00,2012-02-15 11:26:00,001:07,155,Cable Head,ID4872,D,81,0,0,,67.0,12631.0,53,8,12,31602.33355350066
Case 63,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-16 11:54:00,2012-02-16 12:25:00,000:31,155,Cable Head,ID0998,D,72,0,0,,31.0,12631.0,53,8,18,31531.26287978864
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-07 00:00:00,2012-03-07 01:15:00,000:00,155,Cable Head,ID4882,D,0,0,0,,75.0,12631.0,53,8,16,37265.70306640195
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-08 00:00:00,2012-03-08 01:15:00,000:00,155,Cable Head,ID4882,D,0,0,0,,75.0,12631.0,53,8,13,37863.66938505621
Case 63,Grinding Rework,Machine 11 - Grinding,2012-03-08 09:06:00,2012-03-08 12:55:00,003:49,155,Cable Head,ID4882,D,0,0,0,,229.0,12631.0,53,8,24,38071.04491413474
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-11 14:50:00,2012-03-11 16:05:00,000:00,155,Cable Head,ID0998,D,75,0,0,,75.0,12631.0,53,8,14,40353.91985909291
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-11 15:40:00,2012-03-11 15:41:00,000:01,155,Cable Head,ID4882,D,8,0,0,,1.0,12631.0,53,8,13,40388.31270645232
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-12 00:00:00,2012-03-12 01:15:00,000:00,155,Cable Head,ID4882,D,0,0,0,,75.0,12631.0,53,8,11,40692.085097001764
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-12 09:25:00,2012-03-12 10:56:00,001:31,155,Cable Head,ID4882,D,70,0,0,,91.0,12631.0,53,8,14,40935.411052399824
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-12 20:06:00,2012-03-12 23:09:00,003:03,155,Cable Head,ID4385,S,0,0,0,,183.0,12631.0,53,8,8,41283.362395420525
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-12 23:10:00,2012-03-12 23:49:00,000:39,155,Cable Head,ID4385,D,0,0,0,,39.0,12631.0,53,8,6,41384.93483047116
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-12 23:51:00,2012-03-13 06:44:00,006:53,155,Cable Head,ID0420,D,0,0,0,,413.0,12631.0,53,8,16,41407.6012769705
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-13 07:00:00,2012-03-13 09:11:00,002:11,155,Cable Head,ID4355,D,0,0,0,,131.0,12631.0,53,8,20,41665.23942731277
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-13 09:11:00,2012-03-13 17:40:00,008:29,155,Cable Head,ID4445,D,0,0,0,,509.0,12631.0,53,8,44,41720.67040951123
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-13 17:41:00,2012-03-13 20:11:00,002:30,155,Cable Head,ID4385,D,0,0,0,,150.0,12631.0,53,8,11,42013.504403346546
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-13 20:12:00,2012-03-14 06:49:00,010:37,155,Cable Head,ID0420,D,0,0,0,,637.0,12631.0,53,8,24,42101.481726111844
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-14 06:50:00,2012-03-14 16:02:00,009:12,155,Cable Head,ID4355,D,0,0,0,,552.0,12631.0,53,8,47,42486.720105703585
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-14 16:45:00,2012-03-14 20:07:00,003:22,155,Cable Head,ID4385,D,0,0,0,,202.0,12631.0,53,8,18,42837.137604579475
Case 63,Turning & Milling Q.C.,Quality Check 1,2012-03-14 20:08:00,2012-03-15 06:45:00,010:37,155,Cable Head,ID0420,D,0,0,0,,637.0,12631.0,53,8,24,42971.58885707994
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-15 06:53:00,2012-03-15 16:18:00,009:25,155,Cable Head,ID4355,D,0,0,0,,565.0,12631.0,53,8,40,43363.61448701013
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-15 16:17:00,2012-03-15 23:44:00,007:27,155,Cable Head,ID4385,D,0,0,0,,447.0,12631.0,53,8,12,43722.31329810656
Case 63,Turning & Milling Q.C.,Quality Check 1,2012-03-15 23:45:00,2012-03-16 03:03:00,003:18,155,Cable Head,ID0420,D,0,0,0,,198.0,12631.0,53,8,14,44010.43306913254
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-16 07:04:00,2012-03-16 09:52:00,002:48,155,Cable Head,ID4355,S,2,0,0,,168.0,12631.0,53,8,20,44295.08146191105
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-16 08:14:00,2012-03-16 11:39:00,003:25,155,Cable Head,ID0998,D,0,0,0,,205.0,12631.0,53,8,25,44360.27224669603
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-16 09:53:00,2012-03-16 12:17:00,002:24,155,Cable Head,ID4355,D,10,0,0,,144.0,12631.0,53,8,19,44415.54613521251
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-17 22:14:00,2012-03-18 06:52:00,008:38,155,Cable Head,ID4445,D,34,0,0,,518.0,12631.0,53,8,13,45850.19550858652
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-18 10:21:00,2012-03-18 15:53:00,005:32,155,Cable Head,ID4385,D,15,0,0,,332.0,12631.0,53,8,27,46346.50803787712
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-18 15:56:00,2012-03-18 17:52:00,001:56,155,Cable Head,ID0420,D,8,0,0,,116.0,12631.0,53,8,13,46564.33245266403
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-18 21:00:00,2012-03-19 06:49:00,009:49,155,Cable Head,ID4445,D,34,0,0,,589.0,12631.0,53,8,15,46772.98062527521
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-19 07:06:00,2012-03-19 08:02:00,000:56,155,Cable Head,ID4385,D,3,0,0,,56.0,12631.0,53,8,16,47192.09819462791
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-19 08:01:00,2012-03-19 17:53:00,009:52,155,Cable Head,ID0420,D,30,0,0,,592.0,12631.0,53,8,39,47230.45156318802
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-19 20:16:00,2012-03-20 00:44:00,004:28,155,Cable Head,ID4445,D,17,0,0,,268.0,12631.0,53,8,15,47749.852928225446
