Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Work Order Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework,Completion Time (minutes),case:concept:name,concept:name,time:timestamp
Case 31,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-03-04 10:27:00+00:00,2012-03-04 10:52:00+00:00,30,Cable Head,ID4882,D,18,0,0,0,25.0,Case 31,Flat Grinding - Machine 11,2012-03-04 10:27:00+00:00
Case 31,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-04 15:56:00+00:00,2012-03-04 16:23:00+00:00,30,Cable Head,ID4385,S,0,0,0,0,27.0,Case 31,Round Grinding - Machine 3,2012-03-04 15:56:00+00:00
Case 31,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-05 20:03:00+00:00,2012-03-05 22:48:00+00:00,30,Cable Head,ID4445,S,0,0,0,0,165.0,Case 31,Round Grinding - Machine 3,2012-03-05 20:03:00+00:00
Case 31,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-05 22:48:00+00:00,2012-03-06 06:46:00+00:00,30,Cable Head,ID4445,D,12,0,0,0,478.0,Case 31,Round Grinding - Machine 3,2012-03-05 22:48:00+00:00
Case 31,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-06 07:45:00+00:00,2012-03-06 15:51:00+00:00,30,Cable Head,ID0420,D,12,0,0,0,486.0,Case 31,Round Grinding - Machine 3,2012-03-06 07:45:00+00:00
Case 31,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-06 15:50:00+00:00,2012-03-06 17:42:00+00:00,30,Cable Head,ID4385,D,4,0,0,0,112.0,Case 31,Round Grinding - Machine 3,2012-03-06 15:50:00+00:00
Case 31,Lapping - Machine 1,Machine 1 - Lapping,2012-03-06 16:00:00+00:00,2012-03-06 17:00:00+00:00,30,Cable Head,ID0998,D,24,0,0,0,60.0,Case 31,Lapping - Machine 1,2012-03-06 16:00:00+00:00
Case 31,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-06 20:02:00+00:00,2012-03-06 22:24:00+00:00,30,Cable Head,ID4445,S,0,0,0,0,142.0,Case 31,Round Grinding - Machine 3,2012-03-06 20:02:00+00:00
Case 31,Lapping - Machine 1,Machine 1 - Lapping,2012-03-06 21:40:00+00:00,2012-03-06 22:25:00+00:00,30,Cable Head,ID4872,D,4,0,0,0,45.0,Case 31,Lapping - Machine 1,2012-03-06 21:40:00+00:00
Case 31,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-06 22:30:00+00:00,2012-03-07 05:00:00+00:00,30,Cable Head,ID4355,D,16,0,0,0,390.0,Case 31,Round Grinding - Machine 3,2012-03-06 22:30:00+00:00
Case 31,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-07 05:00:00+00:00,2012-03-07 06:50:00+00:00,30,Cable Head,ID4445,D,6,0,0,0,110.0,Case 31,Round Grinding - Machine 3,2012-03-07 05:00:00+00:00
Case 31,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-07 07:00:00+00:00,2012-03-07 08:30:00+00:00,30,Cable Head,ID4385,D,6,0,0,0,90.0,Case 31,Round Grinding - Machine 3,2012-03-07 07:00:00+00:00
Case 31,Final Inspection Q.C.,Quality Check 1,2012-03-13 14:56:00+00:00,2012-03-13 15:59:00+00:00,30,Cable Head,ID4287,D,0,0,0,0,63.0,Case 31,Final Inspection Q.C.,2012-03-13 14:56:00+00:00
Case 31,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-13 15:34:00+00:00,2012-03-13 15:55:00+00:00,30,Cable Head,ID4355,D,0,0,0,0,21.0,Case 31,Laser Marking - Machine 7,2012-03-13 15:34:00+00:00
Case 31,Final Inspection Q.C.,Quality Check 1,2012-03-14 09:00:00+00:00,2012-03-14 14:30:00+00:00,30,Cable Head,ID4287,D,0,0,0,0,330.0,Case 31,Final Inspection Q.C.,2012-03-14 09:00:00+00:00
Case 31,Final Inspection Q.C.,Quality Check 1,2012-03-15 14:00:00+00:00,2012-03-15 14:43:00+00:00,30,Cable Head,ID4287,D,0,28,0,0,43.0,Case 31,Final Inspection Q.C.,2012-03-15 14:00:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-24 11:52:00+00:00,2012-01-24 15:45:00+00:00,400,Housing,ID4794,S,0,0,0,0,233.0,Case 32,Turning & Milling - Machine 5,2012-01-24 11:52:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-25 09:21:00+00:00,2012-01-25 18:00:00+00:00,400,Housing,ID4429,S,0,0,0,0,519.0,Case 32,Turning & Milling - Machine 5,2012-01-25 09:21:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-25 19:58:00+00:00,2012-01-26 06:44:00+00:00,400,Housing,ID4529,S,0,0,0,0,646.0,Case 32,Turning & Milling - Machine 5,2012-01-25 19:58:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-26 07:24:00+00:00,2012-01-26 16:16:00+00:00,400,Housing,ID4429,S,3,0,0,0,532.0,Case 32,Turning & Milling - Machine 5,2012-01-26 07:24:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-26 16:40:00+00:00,2012-01-26 23:45:00+00:00,400,Housing,ID4167,S,1,0,0,0,425.0,Case 32,Turning & Milling - Machine 5,2012-01-26 16:40:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-27 06:49:00+00:00,2012-01-27 12:55:00+00:00,400,Housing,ID4429,S,5,0,0,0,366.0,Case 32,Turning & Milling - Machine 5,2012-01-27 06:49:00+00:00
Case 32,Turning & Milling Q.C.,Quality Check 1,2012-01-27 08:01:00+00:00,2012-01-27 10:02:00+00:00,400,Housing,ID4493,D,0,0,0,0,121.0,Case 32,Turning & Milling Q.C.,2012-01-27 08:01:00+00:00
Case 32,Turning & Milling Q.C.,Quality Check 1,2012-01-27 12:13:00+00:00,2012-01-27 18:00:00+00:00,400,Housing,ID4493,D,0,0,0,0,347.0,Case 32,Turning & Milling Q.C.,2012-01-27 12:13:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-28 12:10:00+00:00,2012-01-28 22:11:00+00:00,400,Housing,ID4794,D,30,0,0,0,601.0,Case 32,Turning & Milling - Machine 5,2012-01-28 12:10:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-28 13:00:00+00:00,2012-01-29 11:23:00+00:00,400,Housing,ID4932,D,31,0,0,0,1343.0,Case 32,Turning & Milling - Machine 5,2012-01-28 13:00:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-28 22:18:00+00:00,2012-01-29 06:52:00+00:00,400,Housing,ID4794,D,20,0,0,0,514.0,Case 32,Turning & Milling - Machine 5,2012-01-28 22:18:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-29 09:35:00+00:00,2012-01-29 15:45:00+00:00,400,Housing,ID4529,D,18,0,0,0,370.0,Case 32,Turning & Milling - Machine 5,2012-01-29 09:35:00+00:00
Case 32,Turning & Milling Q.C.,Quality Check 1,2012-01-29 09:36:00+00:00,2012-01-29 10:37:00+00:00,400,Housing,ID4493,D,2,4,0,0,61.0,Case 32,Turning & Milling Q.C.,2012-01-29 09:36:00+00:00
Case 32,Turning & Milling Q.C.,Quality Check 1,2012-01-29 09:40:00+00:00,2012-01-29 10:40:00+00:00,400,Housing,ID4493,D,0,0,0,0,60.0,Case 32,Turning & Milling Q.C.,2012-01-29 09:40:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-29 16:02:00+00:00,2012-01-29 23:44:00+00:00,400,Housing,ID4429,D,24,0,0,0,462.0,Case 32,Turning & Milling - Machine 5,2012-01-29 16:02:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-29 23:47:00+00:00,2012-01-30 06:39:00+00:00,400,Housing,ID4794,D,17,0,0,0,412.0,Case 32,Turning & Milling - Machine 5,2012-01-29 23:47:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-30 07:00:00+00:00,2012-01-30 15:49:00+00:00,400,Housing,ID4529,D,26,0,0,0,529.0,Case 32,Turning & Milling - Machine 5,2012-01-30 07:00:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-30 15:58:00+00:00,2012-01-30 23:29:00+00:00,400,Housing,ID4429,D,20,0,0,0,451.0,Case 32,Turning & Milling - Machine 5,2012-01-30 15:58:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-30 23:33:00+00:00,2012-01-31 06:45:00+00:00,400,Housing,ID4794,D,20,0,0,0,432.0,Case 32,Turning & Milling - Machine 5,2012-01-30 23:33:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-31 07:09:00+00:00,2012-01-31 15:56:00+00:00,400,Housing,ID4529,D,27,0,0,0,527.0,Case 32,Turning & Milling - Machine 5,2012-01-31 07:09:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-31 16:15:00+00:00,2012-01-31 23:37:00+00:00,400,Housing,ID4429,D,22,0,0,0,442.0,Case 32,Turning & Milling - Machine 5,2012-01-31 16:15:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-01-31 23:50:00+00:00,2012-02-01 06:55:00+00:00,400,Housing,ID4794,D,19,0,0,0,425.0,Case 32,Turning & Milling - Machine 5,2012-01-31 23:50:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-01 07:00:00+00:00,2012-02-01 15:48:00+00:00,400,Housing,ID4529,D,28,0,0,0,528.0,Case 32,Turning & Milling - Machine 5,2012-02-01 07:00:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-01 16:00:00+00:00,2012-02-01 23:37:00+00:00,400,Housing,ID4429,D,24,0,0,0,457.0,Case 32,Turning & Milling - Machine 5,2012-02-01 16:00:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-01 23:39:00+00:00,2012-02-02 06:46:00+00:00,400,Housing,ID4794,D,21,0,0,0,427.0,Case 32,Turning & Milling - Machine 5,2012-02-01 23:39:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-02 06:59:00+00:00,2012-02-02 15:45:00+00:00,400,Housing,ID4529,D,30,0,0,0,526.0,Case 32,Turning & Milling - Machine 5,2012-02-02 06:59:00+00:00
Case 32,Turning & Milling Q.C.,Quality Check 1,2012-02-05 07:00:00+00:00,2012-02-05 09:27:00+00:00,400,Housing,ID4493,D,8,2,0,0,147.0,Case 32,Turning & Milling Q.C.,2012-02-05 07:00:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-05 09:30:00+00:00,2012-02-05 12:31:00+00:00,400,Housing,ID4429,D,14,0,0,0,181.0,Case 32,Turning & Milling - Machine 5,2012-02-05 09:30:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-05 09:35:00+00:00,2012-02-05 17:43:00+00:00,400,Housing,ID4429,D,0,0,0,0,488.0,Case 32,Turning & Milling - Machine 5,2012-02-05 09:35:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-05 19:02:00+00:00,2012-02-05 20:05:00+00:00,400,Housing,ID4167,D,0,0,0,0,63.0,Case 32,Turning & Milling - Machine 5,2012-02-05 19:02:00+00:00
Case 32,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,2012-02-05 20:08:00+00:00,2012-02-06 03:41:00+00:00,400,Housing,ID4529,D,0,0,0,0,453.0,Case 32,Turning & Milling - Machine 5,2012-02-05 20:08:00+00:00
Case 32,Turning & Milling Q.C.,Quality Check 1,2012-02-06 07:00:00+00:00,2012-02-06 08:20:00+00:00,400,Housing,ID4493,D,379,5,0,0,80.0,Case 32,Turning & Milling Q.C.,2012-02-06 07:00:00+00:00
Case 32,Nitration Q.C.,Quality Check 1,2012-02-16 10:26:00+00:00,2012-02-16 10:27:00+00:00,400,Housing,ID4493,D,389,0,0,0,1.0,Case 32,Nitration Q.C.,2012-02-16 10:26:00+00:00
Case 32,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-16 10:41:00+00:00,2012-02-16 14:51:00+00:00,400,Housing,ID0998,D,0,0,0,0,250.0,Case 32,Laser Marking - Machine 7,2012-02-16 10:41:00+00:00
Case 32,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-16 14:52:00+00:00,2012-02-16 16:07:00+00:00,400,Housing,ID0998,D,150,0,0,0,75.0,Case 32,Laser Marking - Machine 7,2012-02-16 14:52:00+00:00
Case 32,Lapping - Machine 1,Machine 1 - Lapping,2012-02-16 14:53:00+00:00,2012-02-16 17:44:00+00:00,400,Housing,ID0998,D,100,0,0,0,171.0,Case 32,Lapping - Machine 1,2012-02-16 14:53:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-17 06:55:00+00:00,2012-02-17 08:30:00+00:00,400,Housing,ID4355,S,1,0,0,0,95.0,Case 32,Round Grinding - Machine 2,2012-02-17 06:55:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-17 08:31:00+00:00,2012-02-17 12:05:00+00:00,400,Housing,ID4355,D,20,0,0,0,214.0,Case 32,Round Grinding - Machine 2,2012-02-17 08:31:00+00:00
Case 32,Lapping - Machine 1,Machine 1 - Lapping,2012-02-17 09:19:00+00:00,2012-02-17 12:45:00+00:00,400,Housing,ID0998,D,100,0,0,0,206.0,Case 32,Lapping - Machine 1,2012-02-17 09:19:00+00:00
Case 32,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-17 11:39:00+00:00,2012-02-17 12:02:00+00:00,400,Housing,ID0998,D,80,0,0,0,23.0,Case 32,Laser Marking - Machine 7,2012-02-17 11:39:00+00:00
Case 32,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-19 07:41:00+00:00,2012-02-19 08:39:00+00:00,400,Housing,ID4882,D,46,0,0,0,58.0,Case 32,Laser Marking - Machine 7,2012-02-19 07:41:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-19 09:07:00+00:00,2012-02-19 13:23:00+00:00,400,Housing,ID4385,D,0,0,0,0,256.0,Case 32,Round Grinding - Machine 2,2012-02-19 09:07:00+00:00
Case 32,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-19 10:58:00+00:00,2012-02-19 11:38:00+00:00,400,Housing,ID0998,D,113,0,0,0,40.0,Case 32,Laser Marking - Machine 7,2012-02-19 10:58:00+00:00
Case 32,Lapping - Machine 1,Machine 1 - Lapping,2012-02-19 14:23:00+00:00,2012-02-19 15:55:00+00:00,400,Housing,ID4882,D,70,0,0,0,92.0,Case 32,Lapping - Machine 1,2012-02-19 14:23:00+00:00
Case 32,Lapping - Machine 1,Machine 1 - Lapping,2012-02-19 14:29:00+00:00,2012-02-19 17:10:00+00:00,400,Housing,ID0998,D,0,0,0,0,161.0,Case 32,Lapping - Machine 1,2012-02-19 14:29:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-19 14:49:00+00:00,2012-02-19 17:59:00+00:00,400,Housing,ID4385,D,40,0,0,0,190.0,Case 32,Round Grinding - Machine 2,2012-02-19 14:49:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-19 18:13:00+00:00,2012-02-19 23:44:00+00:00,400,Housing,ID4872,D,30,0,0,0,331.0,Case 32,Round Grinding - Machine 2,2012-02-19 18:13:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-19 23:57:00+00:00,2012-02-20 06:52:00+00:00,400,Housing,ID4445,D,35,0,0,0,415.0,Case 32,Round Grinding - Machine 2,2012-02-19 23:57:00+00:00
Case 32,Final Inspection Q.C.,Quality Check 1,2012-02-20 07:02:00+00:00,2012-02-20 14:15:00+00:00,400,Housing,ID4493,D,131,0,0,0,433.0,Case 32,Final Inspection Q.C.,2012-02-20 07:02:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-20 07:08:00+00:00,2012-02-20 14:05:00+00:00,400,Housing,ID4385,D,5,0,0,0,417.0,Case 32,Round Grinding - Machine 2,2012-02-20 07:08:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-20 14:06:00+00:00,2012-02-20 15:50:00+00:00,400,Housing,ID4385,D,40,0,0,0,104.0,Case 32,Round Grinding - Machine 2,2012-02-20 14:06:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-20 16:05:00+00:00,2012-02-20 17:50:00+00:00,400,Housing,ID0420,D,12,0,0,0,105.0,Case 32,Round Grinding - Machine 2,2012-02-20 16:05:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-20 18:43:00+00:00,2012-02-20 21:53:00+00:00,400,Housing,ID4872,D,21,0,0,0,190.0,Case 32,Round Grinding - Machine 2,2012-02-20 18:43:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-20 21:54:00+00:00,2012-02-21 06:47:00+00:00,400,Housing,ID4445,D,39,0,0,0,533.0,Case 32,Round Grinding - Machine 2,2012-02-20 21:54:00+00:00
Case 32,Packing,Packing,2012-02-21 00:00:00+00:00,2012-02-21 01:00:00+00:00,400,Housing,ID4820,D,237,0,0,0,60.0,Case 32,Packing,2012-02-21 00:00:00+00:00
Case 32,Lapping - Machine 1,Machine 1 - Lapping,2012-02-21 00:00:00+00:00,2012-02-21 01:15:00+00:00,400,Housing,ID4882,D,0,0,0,0,75.0,Case 32,Lapping - Machine 1,2012-02-21 00:00:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-21 07:18:00+00:00,2012-02-21 18:08:00+00:00,400,Housing,ID0420,D,63,0,0,0,650.0,Case 32,Round Grinding - Machine 2,2012-02-21 07:18:00+00:00
Case 32,Lapping - Machine 1,Machine 1 - Lapping,2012-02-21 09:14:00+00:00,2012-02-21 11:44:00+00:00,400,Housing,ID0998,D,119,0,0,0,150.0,Case 32,Lapping - Machine 1,2012-02-21 09:14:00+00:00
Case 32,Final Inspection Q.C.,Quality Check 1,2012-02-21 10:00:00+00:00,2012-02-21 11:14:00+00:00,400,Housing,ID4493,D,106,0,0,0,74.0,Case 32,Final Inspection Q.C.,2012-02-21 10:00:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-21 20:04:00+00:00,2012-02-22 06:56:00+00:00,400,Housing,ID4445,D,50,0,0,0,652.0,Case 32,Round Grinding - Machine 2,2012-02-21 20:04:00+00:00
Case 32,Final Inspection Q.C.,Quality Check 1,2012-02-22 06:45:00+00:00,2012-02-22 10:45:00+00:00,400,Housing,ID4493,D,103,0,0,0,240.0,Case 32,Final Inspection Q.C.,2012-02-22 06:45:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-22 07:03:00+00:00,2012-02-22 07:13:00+00:00,400,Housing,ID0420,D,1,0,0,0,10.0,Case 32,Round Grinding - Machine 2,2012-02-22 07:03:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-22 08:29:00+00:00,2012-02-22 15:24:00+00:00,400,Housing,ID4385,D,32,0,0,0,415.0,Case 32,Round Grinding - Machine 2,2012-02-22 08:29:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-22 15:26:00+00:00,2012-02-22 16:01:00+00:00,400,Housing,ID4385,D,0,0,0,0,35.0,Case 32,Round Grinding - Machine 2,2012-02-22 15:26:00+00:00
Case 32,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-02-22 16:08:00+00:00,2012-02-22 16:47:00+00:00,400,Housing,ID4355,D,0,0,0,0,39.0,Case 32,Round Grinding - Machine 2,2012-02-22 16:08:00+00:00
Case 32,Final Inspection Q.C.,Quality Check 1,2012-02-23 07:00:00+00:00,2012-02-23 08:27:00+00:00,400,Housing,ID4493,D,49,0,0,0,87.0,Case 32,Final Inspection Q.C.,2012-02-23 07:00:00+00:00
Case 32,Packing,Packing,2012-02-24 00:00:00+00:00,2012-02-24 01:00:00+00:00,400,Housing,ID4820,D,107,0,0,0,60.0,Case 32,Packing,2012-02-24 00:00:00+00:00
Case 32,Packing,Packing,2012-02-24 00:00:00+00:00,2012-02-24 01:00:00+00:00,400,Housing,ID4820,D,45,0,0,0,60.0,Case 32,Packing,2012-02-24 00:00:00+00:00
Case 33,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-02-22 07:23:00+00:00,2012-02-22 12:11:00+00:00,30,Ballnut,ID4794,S,1,0,0,0,288.0,Case 33,Turning & Milling - Machine 6,2012-02-22 07:23:00+00:00
Case 33,Turning & Milling Q.C.,Quality Check 1,2012-02-22 12:12:00+00:00,2012-02-22 12:41:00+00:00,30,Ballnut,ID4618,D,0,0,0,0,29.0,Case 33,Turning & Milling Q.C.,2012-02-22 12:12:00+00:00
Case 33,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-02-22 12:12:00+00:00,2012-02-22 14:07:00+00:00,30,Ballnut,ID4794,S,1,0,0,0,115.0,Case 33,Turning & Milling - Machine 6,2012-02-22 12:12:00+00:00
Case 33,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-02-22 14:07:00+00:00,2012-02-22 15:58:00+00:00,30,Ballnut,ID4794,D,2,0,0,0,111.0,Case 33,Turning & Milling - Machine 6,2012-02-22 14:07:00+00:00
Case 33,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-02-22 18:13:00+00:00,2012-02-22 23:44:00+00:00,30,Ballnut,ID4167,D,20,0,0,0,331.0,Case 33,Turning & Milling - Machine 6,2012-02-22 18:13:00+00:00
Case 33,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,2012-02-22 23:49:00+00:00,2012-02-23 01:21:00+00:00,30,Ballnut,ID4529,D,6,0,0,0,92.0,Case 33,Turning & Milling - Machine 6,2012-02-22 23:49:00+00:00
Case 33,Turning & Milling Q.C.,Quality Check 1,2012-02-23 07:37:00+00:00,2012-02-23 07:38:00+00:00,30,Ballnut,ID4618,D,0,1,0,0,1.0,Case 33,Turning & Milling Q.C.,2012-02-23 07:37:00+00:00
Case 33,Turning & Milling Q.C.,Quality Check 1,2012-02-26 11:10:00+00:00,2012-02-26 11:11:00+00:00,30,Ballnut,ID4618,D,29,0,0,0,1.0,Case 33,Turning & Milling Q.C.,2012-02-26 11:10:00+00:00
Case 33,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-02-29 09:36:00+00:00,2012-02-29 10:14:00+00:00,30,Ballnut,ID0998,D,29,0,0,0,38.0,Case 33,Flat Grinding - Machine 11,2012-02-29 09:36:00+00:00
Case 33,Turning & Milling Q.C.,Quality Check 1,2012-03-08 09:13:00+00:00,2012-03-08 10:29:00+00:00,30,Ballnut,ID4618,D,0,0,0,0,76.0,Case 33,Turning & Milling Q.C.,2012-03-08 09:13:00+00:00
Case 33,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-08 10:57:00+00:00,2012-03-08 11:24:00+00:00,30,Ballnut,ID0998,D,29,0,0,0,27.0,Case 33,Laser Marking - Machine 7,2012-03-08 10:57:00+00:00
Case 33,Lapping - Machine 1,Machine 1 - Lapping,2012-03-08 11:33:00+00:00,2012-03-08 13:30:00+00:00,30,Ballnut,ID0998,D,29,0,0,0,117.0,Case 33,Lapping - Machine 1,2012-03-08 11:33:00+00:00
Case 33,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-12 10:58:00+00:00,2012-03-12 13:32:00+00:00,30,Ballnut,ID4445,S,0,0,0,0,154.0,Case 33,Round Grinding - Machine 2,2012-03-12 10:58:00+00:00
Case 33,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-12 13:33:00+00:00,2012-03-12 17:38:00+00:00,30,Ballnut,ID4445,D,25,0,0,0,245.0,Case 33,Round Grinding - Machine 2,2012-03-12 13:33:00+00:00
Case 33,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-12 18:17:00+00:00,2012-03-12 19:13:00+00:00,30,Ballnut,ID4385,D,4,0,0,0,56.0,Case 33,Round Grinding - Machine 2,2012-03-12 18:17:00+00:00
Case 33,Packing,Packing,2012-03-16 00:00:00+00:00,2012-03-16 01:00:00+00:00,30,Ballnut,ID4820,D,17,0,0,0,60.0,Case 33,Packing,2012-03-16 00:00:00+00:00
Case 33,Packing,Packing,2012-03-16 00:00:00+00:00,2012-03-16 01:00:00+00:00,30,Ballnut,ID4820,D,11,0,0,0,60.0,Case 33,Packing,2012-03-16 00:00:00+00:00
Case 33,Final Inspection Q.C.,Quality Check 1,2012-03-16 07:49:00+00:00,2012-03-16 09:04:00+00:00,30,Ballnut,ID4618,D,28,1,0,0,75.0,Case 33,Final Inspection Q.C.,2012-03-16 07:49:00+00:00
Case 34,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-29 09:02:00+00:00,2012-01-29 17:43:00+00:00,20,Housing,ID4132,S,1,0,0,0,521.0,Case 34,Turning & Milling - Machine 10,2012-01-29 09:02:00+00:00
Case 34,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-29 17:59:00+00:00,2012-01-29 19:54:00+00:00,20,Housing,ID3846,S,1,0,0,0,115.0,Case 34,Turning & Milling - Machine 10,2012-01-29 17:59:00+00:00
Case 34,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-29 19:54:00+00:00,2012-01-29 23:45:00+00:00,20,Housing,ID3846,D,6,0,0,0,231.0,Case 34,Turning & Milling - Machine 10,2012-01-29 19:54:00+00:00
Case 34,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-29 23:46:00+00:00,2012-01-30 06:44:00+00:00,20,Housing,ID4932,D,10,0,0,0,418.0,Case 34,Turning & Milling - Machine 10,2012-01-29 23:46:00+00:00
Case 34,Turning & Milling - Machine 10,Machine 10 - Grinding,2012-01-30 07:02:00+00:00,2012-01-30 08:06:00+00:00,20,Housing,ID4132,D,2,0,0,0,64.0,Case 34,Turning & Milling - Machine 10,2012-01-30 07:02:00+00:00
Case 34,Turning & Milling Q.C.,Quality Check 1,2012-01-30 07:04:00+00:00,2012-01-30 10:00:00+00:00,20,Housing,ID4287,D,20,0,0,0,176.0,Case 34,Turning & Milling Q.C.,2012-01-30 07:04:00+00:00
Case 34,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-01 09:20:00+00:00,2012-02-01 09:54:00+00:00,20,Housing,ID0998,D,20,0,0,0,34.0,Case 34,Laser Marking - Machine 7,2012-02-01 09:20:00+00:00
Case 34,Lapping - Machine 1,Machine 1 - Lapping,2012-02-01 11:18:00+00:00,2012-02-01 11:20:00+00:00,20,Housing,ID0998,D,1,0,0,0,2.0,Case 34,Lapping - Machine 1,2012-02-01 11:18:00+00:00
Case 34,Lapping - Machine 1,Machine 1 - Lapping,2012-02-01 11:21:00+00:00,2012-02-01 13:52:00+00:00,20,Housing,ID0998,D,19,0,0,0,151.0,Case 34,Lapping - Machine 1,2012-02-01 11:21:00+00:00
