case:concept:name,concept:name,Resource,time:timestamp,Complete Timestamp,case:Work Order Qty,case:Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework,Event Start Hour,Event Start Day,Event Start Month,Event Start Day of Week,Time Gap Between Events,Cumulative Qty Completed,Cumulative Qty Rejected,Cumulative Qty for MRB,Has Rejections,Total Events Per Case,Unique Activities Count,Unique Resources Count,Event Completion Time (minutes),case:Total Duration,Case Remaining Time (minutes)
Case 6,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-02-09 00:00:00,2012-02-09 01:15:00,73,Bearing,ID4882,D,0,0,0,0,0,9,2,3,201.0,73,0,0,0,18,6,5,75.0,2848.0,372.0
Case 6,Turning & Milling Q.C.,Quality Check 1,2012-02-09 07:14:00,2012-02-09 07:23:00,73,Bearing,ID4618,D,73,0,0,0,7,9,2,3,434.0,146,0,0,0,18,6,5,9.0,2848.0,297.0
Case 6,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-02-10 08:31:00,2012-02-10 09:16:00,73,Bearing,ID4882,D,73,0,0,0,8,10,2,4,1517.0,219,0,0,0,18,6,5,45.0,2848.0,288.0
Case 6,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-12 09:39:00,2012-02-12 10:26:00,73,Bearing,ID0998,D,72,0,0,0,9,12,2,6,2948.0,291,0,0,0,18,6,5,47.0,2848.0,243.0
Case 6,Final Inspection Q.C.,Quality Check 1,2012-02-13 16:40:00,2012-02-13 16:41:00,73,Bearing,ID4618,D,72,0,0,0,16,13,2,0,1861.0,363,0,0,0,18,6,5,1.0,2848.0,196.0
Case 6,Packing,Packing,2012-02-14 00:00:00,2012-02-14 01:00:00,73,Bearing,ID4820,D,55,0,0,0,0,14,2,1,440.0,418,0,0,0,18,6,5,60.0,2848.0,195.0
Case 6,Packing,Packing,2012-02-14 00:00:00,2012-02-14 01:00:00,73,Bearing,ID4820,D,17,0,0,0,0,14,2,1,0.0,435,0,0,0,18,6,5,60.0,2848.0,135.0
Case 6,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-27 00:00:00,2012-02-27 01:15:00,73,Bearing,ID0998,D,0,1,0,0,0,27,2,0,18720.0,435,1,0,1,18,6,5,75.0,2848.0,75.0
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,2012-03-15 22:23:00,2012-03-16 00:10:00,15,Assembly 1,ID4219,S,0,0,0,0,22,15,3,3,0.0,0,0,0,0,13,6,5,107.0,1113.0,1113.0
Case 60,Lapping - Machine 1,Machine 1 - Lapping,2012-03-16 07:00:00,2012-03-16 07:20:00,15,Assembly 1,ID0998,D,15,0,0,0,7,16,3,4,517.0,15,0,0,0,13,6,5,20.0,1113.0,1006.0
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,2012-03-16 09:53:00,2012-03-16 12:30:00,15,Assembly 1,ID0997,S,0,0,0,0,9,16,3,4,173.0,15,0,0,0,13,6,5,157.0,1113.0,986.0
Case 60,Turning Q.C.,Quality Check 1,2012-03-18 07:00:00,2012-03-18 08:00:00,15,Assembly 1,ID4287,S,0,0,0,0,7,18,3,6,2707.0,15,0,0,0,13,6,5,60.0,1113.0,829.0
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,2012-03-18 07:01:00,2012-03-18 08:39:00,15,Assembly 1,ID4219,B,0,0,0,0,7,18,3,6,1.0,15,0,0,0,13,6,5,98.0,1113.0,769.0
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,2012-03-18 16:51:00,2012-03-18 23:30:00,15,Assembly 1,ID0997,S,15,0,0,0,16,18,3,6,590.0,30,0,0,0,13,6,5,399.0,1113.0,671.0
Case 60,Turning Q.C.,Quality Check 1,2012-03-19 17:00:00,2012-03-19 17:58:00,15,Assembly 1,ID4287,D,0,0,0,0,17,19,3,0,1449.0,30,0,0,0,13,6,5,58.0,1113.0,272.0
Case 60,Turning Q.C.,Quality Check 1,2012-03-20 07:14:00,2012-03-20 08:00:00,15,Assembly 1,ID4287,D,15,0,0,0,7,20,3,1,854.0,45,0,0,0,13,6,5,46.0,1113.0,214.0
Case 60,Lapping - Machine 1,Machine 1 - Lapping,2012-03-20 11:59:00,2012-03-20 12:35:00,15,Assembly 1,ID0998,D,15,0,0,0,11,20,3,1,285.0,60,0,0,0,13,6,5,36.0,1113.0,168.0
Case 60,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-20 12:36:00,2012-03-20 12:47:00,15,Assembly 1,ID4882,D,15,0,0,0,12,20,3,1,37.0,75,0,0,0,13,6,5,11.0,1113.0,132.0
Case 60,Final Inspection Q.C.,Quality Check 1,2012-03-20 13:30:00,2012-03-20 14:30:00,15,Assembly 1,ID4287,D,0,0,0,0,13,20,3,1,54.0,75,0,0,0,13,6,5,60.0,1113.0,121.0
Case 60,Final Inspection Q.C.,Quality Check 1,2012-03-20 17:04:00,2012-03-20 17:05:00,15,Assembly 1,ID4287,D,15,0,0,0,17,20,3,1,214.0,90,0,0,0,13,6,5,1.0,1113.0,61.0
Case 60,Packing,Packing,2012-03-21 00:00:00,2012-03-21 01:00:00,15,Assembly 1,ID4820,D,15,0,0,0,0,21,3,2,416.0,105,0,0,0,13,6,5,60.0,1113.0,60.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 11:47:00,2012-02-16 16:27:00,40,Socket,ID3846,S,1,0,0,0,11,16,2,3,0.0,1,0,0,0,27,6,4,280.0,5788.0,5788.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 15:27:00,2012-02-16 16:05:00,40,Socket,ID3846,B,0,0,0,0,15,16,2,3,220.0,1,0,0,0,27,6,4,38.0,5788.0,5508.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 16:28:00,2012-02-16 17:30:00,40,Socket,ID3846,D,3,0,0,0,16,16,2,3,61.0,4,0,0,0,27,6,4,62.0,5788.0,5470.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-16 21:15:00,2012-02-17 06:46:00,40,Socket,ID4932,D,27,0,0,0,21,16,2,3,287.0,31,0,0,0,27,6,4,571.0,5788.0,5408.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-17 07:05:00,2012-02-17 10:31:00,40,Socket,ID3846,D,9,0,0,0,7,17,2,4,590.0,40,0,0,0,27,6,4,206.0,5788.0,4837.0
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-17 10:00:00,2012-02-17 11:49:00,40,Socket,ID4287,S,0,0,0,0,10,17,2,4,175.0,40,0,0,0,27,6,4,109.0,5788.0,4631.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 02:45:00,2012-02-19 06:50:00,40,Socket,ID4641,S,0,0,0,0,2,19,2,6,2445.0,40,0,0,0,27,6,4,245.0,5788.0,4522.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 09:03:00,2012-02-19 10:53:00,40,Socket,ID3846,S,1,0,0,0,9,19,2,6,378.0,41,0,0,0,27,6,4,110.0,5788.0,4277.0
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-19 10:30:00,2012-02-19 11:30:00,40,Socket,ID4287,D,0,0,0,0,10,19,2,6,87.0,41,0,0,0,27,6,4,60.0,5788.0,4167.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 10:54:00,2012-02-19 12:24:00,40,Socket,ID3846,S,1,0,0,0,10,19,2,6,24.0,42,0,0,0,27,6,4,90.0,5788.0,4107.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 12:46:00,2012-02-19 15:14:00,40,Socket,ID3846,D,7,0,0,0,12,19,2,6,112.0,49,0,0,0,27,6,4,148.0,5788.0,4017.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-19 20:05:00,2012-02-20 00:34:00,40,Socket,ID4641,D,12,0,0,0,20,19,2,6,439.0,61,0,0,0,27,6,4,269.0,5788.0,3869.0
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,2012-02-20 07:00:00,2012-02-20 15:27:00,40,Socket,ID3846,D,19,0,0,0,7,20,2,0,655.0,80,0,0,0,27,6,4,507.0,5788.0,3600.0
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-20 13:48:00,2012-02-20 16:49:00,40,Socket,ID4493,D,39,0,0,0,13,20,2,0,408.0,119,0,0,0,27,6,4,181.0,5788.0,3093.0
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-20 16:52:00,2012-02-20 16:55:00,40,Socket,ID4493,D,0,0,0,0,16,20,2,0,184.0,119,0,0,0,27,6,4,3.0,5788.0,2912.0
Case 61,Turning & Milling Q.C.,Quality Check 1,2012-02-20 16:54:00,2012-02-20 18:09:00,40,Socket,ID4493,D,0,1,0,0,16,20,2,0,2.0,119,1,0,1,27,6,4,75.0,5788.0,2909.0
Case 61,Stress Relief,Oven,2012-02-20 16:54:00,2012-02-20 16:54:00,40,Socket,ID3998,D,39,0,0,0,16,20,2,0,0.0,158,1,0,0,27,6,4,0.0,5788.0,2834.0
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-14 13:36:00,2012-03-15 07:17:00,40,Socket,ID3846,S,0,0,0,0,13,14,3,2,32922.0,158,1,0,0,27,6,4,1061.0,5788.0,2834.0
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-15 07:18:00,2012-03-15 08:21:00,40,Socket,ID3846,S,0,0,0,0,7,15,3,3,1062.0,158,1,0,0,27,6,4,63.0,5788.0,1773.0
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-18 09:15:00,2012-03-18 15:05:00,40,Socket,ID3846,S,1,0,0,0,9,18,3,6,4437.0,159,1,0,0,27,6,4,350.0,5788.0,1710.0
Case 61,Turning Q.C.,Quality Check 1,2012-03-18 15:00:00,2012-03-18 16:07:00,40,Socket,ID4287,S,0,0,0,0,15,18,3,6,345.0,159,1,0,0,27,6,4,67.0,5788.0,1360.0
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-18 15:06:00,2012-03-18 18:00:00,40,Socket,ID3846,D,6,0,0,1,15,18,3,6,6.0,165,1,0,0,27,6,4,174.0,5788.0,1293.0
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-19 00:19:00,2012-03-19 06:57:00,40,Socket,ID4641,D,17,0,0,1,0,19,3,0,553.0,182,1,0,0,27,6,4,398.0,5788.0,1119.0
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,2012-03-19 07:12:00,2012-03-19 14:57:00,40,Socket,ID3846,D,15,0,0,1,7,19,3,0,413.0,197,1,0,0,27,6,4,465.0,5788.0,721.0
Case 61,Turning Q.C.,Quality Check 1,2012-03-20 08:00:00,2012-03-20 10:00:00,40,Socket,ID4287,D,39,0,0,0,8,20,3,1,1488.0,236,1,0,0,27,6,4,120.0,5788.0,256.0
Case 61,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-29 00:00:00,2012-03-29 01:15:00,40,Socket,ID4882,D,0,0,0,0,0,29,3,3,12480.0,236,1,0,0,27,6,4,75.0,5788.0,136.0
Case 61,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-29 13:50:00,2012-03-29 14:51:00,40,Socket,ID0998,D,39,0,0,0,13,29,3,3,830.0,275,1,0,0,27,6,4,61.0,5788.0,61.0
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-19 13:27:00,2012-02-19 16:03:00,9,Ballnut,ID4219,S,0,0,0,0,13,19,2,6,0.0,0,0,0,0,16,9,8,156.0,2634.0,2634.0
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-19 16:04:00,2012-02-20 06:41:00,9,Ballnut,ID4219,B,0,0,0,0,16,19,2,6,157.0,0,0,0,0,16,9,8,877.0,2634.0,2478.0
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-20 06:42:00,2012-02-20 12:59:00,9,Ballnut,ID4219,S,1,0,0,0,6,20,2,0,878.0,1,0,0,0,16,9,8,377.0,2634.0,1601.0
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-20 13:00:00,2012-02-20 15:35:00,9,Ballnut,ID4219,B,0,0,0,0,13,20,2,0,378.0,1,0,0,0,16,9,8,155.0,2634.0,1224.0
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-20 15:36:00,2012-02-20 17:07:00,9,Ballnut,ID4219,D,8,0,0,0,15,20,2,0,156.0,9,0,0,0,16,9,8,91.0,2634.0,1069.0
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,2012-02-21 12:09:00,2012-02-21 12:51:00,9,Ballnut,ID4219,D,9,0,0,0,12,21,2,1,1233.0,18,0,0,0,16,9,8,42.0,2634.0,978.0
Case 62,Turning & Milling Q.C.,Quality Check 1,2012-02-22 15:11:00,2012-02-22 15:47:00,9,Ballnut,ID4618,D,9,0,0,0,15,22,2,2,1622.0,27,0,0,0,16,9,8,36.0,2634.0,936.0
Case 62,Turning & Milling Q.C.,Quality Check 1,2012-03-07 11:28:00,2012-03-07 15:09:00,9,Ballnut,ID4618,D,0,0,0,0,11,7,3,2,19937.0,27,0,0,0,16,9,8,221.0,2634.0,900.0
Case 62,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-03-11 11:04:00,2012-03-11 12:19:00,9,Ballnut,ID0998,D,9,0,0,0,11,11,3,6,5736.0,36,0,0,0,16,9,8,75.0,2634.0,679.0
Case 62,Flat Grinding - Machine 11,Machine 11 - Grinding,2012-03-11 11:33:00,2012-03-11 12:20:00,9,Ballnut,ID0998,D,9,0,0,0,11,11,3,6,29.0,45,0,0,0,16,9,8,47.0,2634.0,604.0
Case 62,Lapping - Machine 1,Machine 1 - Lapping,2012-03-11 12:21:00,2012-03-11 13:36:00,9,Ballnut,ID4882,D,9,0,0,0,12,11,3,6,48.0,54,0,0,0,16,9,8,75.0,2634.0,557.0
Case 62,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-13 07:01:00,2012-03-13 09:11:00,9,Ballnut,ID4445,S,0,0,0,0,7,13,3,1,2560.0,54,0,0,0,16,9,8,130.0,2634.0,482.0
Case 62,Round Grinding - Machine 3,Machine 3 - Round Grinding,2012-03-13 09:12:00,2012-03-13 10:33:00,9,Ballnut,ID4445,D,9,0,0,0,9,13,3,1,131.0,63,0,0,0,16,9,8,81.0,2634.0,352.0
Case 62,Grinding Rework - Machine 12,Machine 12 - Grinding,2012-03-16 09:20:00,2012-03-16 11:45:00,9,Ballnut,ID4872,D,0,0,0,0,9,16,3,4,4328.0,63,0,0,0,16,9,8,145.0,2634.0,271.0
Case 62,Packing,Packing,2012-03-19 00:00:00,2012-03-19 01:00:00,9,Ballnut,ID4820,D,9,0,0,0,0,19,3,0,3760.0,72,0,0,0,16,9,8,60.0,2634.0,126.0
Case 62,Final Inspection Q.C.,Quality Check 1,2012-03-19 09:57:00,2012-03-19 11:03:00,9,Ballnut,ID4618,D,9,0,0,0,9,19,3,0,597.0,81,0,0,0,16,9,8,66.0,2634.0,66.0
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-08 05:34:00,2012-02-08 06:32:00,155,Cable Head,ID4529,S,0,0,0,0,5,8,2,2,0.0,0,0,0,0,53,9,8,58.0,12631.0,12631.0
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-09 02:49:00,2012-02-09 05:08:00,155,Cable Head,ID4529,S,0,0,0,0,2,9,2,3,1275.0,0,0,0,0,53,9,8,139.0,12631.0,12573.0
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-10 09:33:00,2012-02-10 12:33:00,155,Cable Head,ID4429,D,9,0,0,0,9,10,2,4,1844.0,9,0,0,0,53,9,8,180.0,12631.0,12434.0
Case 63,Turning & Milling Q.C.,Quality Check 1,2012-02-10 09:56:00,2012-02-10 11:00:00,155,Cable Head,ID4163,S,0,0,0,0,9,10,2,4,23.0,9,0,0,0,53,9,8,64.0,12631.0,12254.0
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-11 12:00:00,2012-02-11 19:00:00,155,Cable Head,ID4794,D,35,0,0,0,12,11,2,5,1564.0,44,0,0,0,53,9,8,420.0,12631.0,12190.0
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-11 13:08:00,2012-02-12 10:45:00,155,Cable Head,ID4932,D,55,0,0,0,13,11,2,5,68.0,99,0,0,0,53,9,8,1297.0,12631.0,11770.0
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-11 22:36:00,2012-02-12 06:38:00,155,Cable Head,ID4794,D,41,0,0,0,22,11,2,5,568.0,140,0,0,0,53,9,8,482.0,12631.0,10473.0
Case 63,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,2012-02-12 07:07:00,2012-02-12 10:00:00,155,Cable Head,ID4167,D,15,0,0,0,7,12,2,6,511.0,155,0,0,0,53,9,8,173.0,12631.0,9991.0
Case 63,Turning & Milling Q.C.,Quality Check 1,2012-02-13 13:20:00,2012-02-13 16:06:00,155,Cable Head,ID4163,D,153,1,0,0,13,13,2,0,1813.0,308,1,0,1,53,9,8,166.0,12631.0,9818.0
Case 63,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-15 10:19:00,2012-02-15 11:26:00,155,Cable Head,ID4872,D,81,0,0,0,10,15,2,2,2699.0,389,1,0,0,53,9,8,67.0,12631.0,9652.0
Case 63,Laser Marking - Machine 7,Machine 7- Laser Marking,2012-02-16 11:54:00,2012-02-16 12:25:00,155,Cable Head,ID0998,D,72,0,0,0,11,16,2,3,1535.0,461,1,0,0,53,9,8,31.0,12631.0,9585.0
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-07 00:00:00,2012-03-07 01:15:00,155,Cable Head,ID4882,D,0,0,0,0,0,7,3,2,28086.0,461,1,0,0,53,9,8,75.0,12631.0,9554.0
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-08 00:00:00,2012-03-08 01:15:00,155,Cable Head,ID4882,D,0,0,0,0,0,8,3,3,1440.0,461,1,0,0,53,9,8,75.0,12631.0,9479.0
Case 63,Grinding Rework,Machine 11 - Grinding,2012-03-08 09:06:00,2012-03-08 12:55:00,155,Cable Head,ID4882,D,0,0,0,0,9,8,3,3,546.0,461,1,0,0,53,9,8,229.0,12631.0,9404.0
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-11 14:50:00,2012-03-11 16:05:00,155,Cable Head,ID0998,D,75,0,0,0,14,11,3,6,4664.0,536,1,0,0,53,9,8,75.0,12631.0,9175.0
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-11 15:40:00,2012-03-11 15:41:00,155,Cable Head,ID4882,D,8,0,0,0,15,11,3,6,50.0,544,1,0,0,53,9,8,1.0,12631.0,9100.0
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-12 00:00:00,2012-03-12 01:15:00,155,Cable Head,ID4882,D,0,0,0,0,0,12,3,0,500.0,544,1,0,0,53,9,8,75.0,12631.0,9099.0
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-12 09:25:00,2012-03-12 10:56:00,155,Cable Head,ID4882,D,70,0,0,0,9,12,3,0,565.0,614,1,0,0,53,9,8,91.0,12631.0,9024.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-12 20:06:00,2012-03-12 23:09:00,155,Cable Head,ID4385,S,0,0,0,0,20,12,3,0,641.0,614,1,0,0,53,9,8,183.0,12631.0,8933.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-12 23:10:00,2012-03-12 23:49:00,155,Cable Head,ID4385,D,0,0,0,0,23,12,3,0,184.0,614,1,0,0,53,9,8,39.0,12631.0,8750.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-12 23:51:00,2012-03-13 06:44:00,155,Cable Head,ID0420,D,0,0,0,0,23,12,3,0,41.0,614,1,0,0,53,9,8,413.0,12631.0,8711.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-13 07:00:00,2012-03-13 09:11:00,155,Cable Head,ID4355,D,0,0,0,0,7,13,3,1,429.0,614,1,0,0,53,9,8,131.0,12631.0,8298.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-13 09:11:00,2012-03-13 17:40:00,155,Cable Head,ID4445,D,0,0,0,0,9,13,3,1,131.0,614,1,0,0,53,9,8,509.0,12631.0,8167.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-13 17:41:00,2012-03-13 20:11:00,155,Cable Head,ID4385,D,0,0,0,0,17,13,3,1,510.0,614,1,0,0,53,9,8,150.0,12631.0,7658.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-13 20:12:00,2012-03-14 06:49:00,155,Cable Head,ID0420,D,0,0,0,0,20,13,3,1,151.0,614,1,0,0,53,9,8,637.0,12631.0,7508.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-14 06:50:00,2012-03-14 16:02:00,155,Cable Head,ID4355,D,0,0,0,0,6,14,3,2,638.0,614,1,0,0,53,9,8,552.0,12631.0,6871.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-14 16:45:00,2012-03-14 20:07:00,155,Cable Head,ID4385,D,0,0,0,0,16,14,3,2,595.0,614,1,0,0,53,9,8,202.0,12631.0,6319.0
Case 63,Turning & Milling Q.C.,Quality Check 1,2012-03-14 20:08:00,2012-03-15 06:45:00,155,Cable Head,ID0420,D,0,0,0,0,20,14,3,2,203.0,614,1,0,0,53,9,8,637.0,12631.0,6117.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-15 06:53:00,2012-03-15 16:18:00,155,Cable Head,ID4355,D,0,0,0,0,6,15,3,3,645.0,614,1,0,0,53,9,8,565.0,12631.0,5480.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-15 16:17:00,2012-03-15 23:44:00,155,Cable Head,ID4385,D,0,0,0,0,16,15,3,3,564.0,614,1,0,0,53,9,8,447.0,12631.0,4915.0
Case 63,Turning & Milling Q.C.,Quality Check 1,2012-03-15 23:45:00,2012-03-16 03:03:00,155,Cable Head,ID0420,D,0,0,0,0,23,15,3,3,448.0,614,1,0,0,53,9,8,198.0,12631.0,4468.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-16 07:04:00,2012-03-16 09:52:00,155,Cable Head,ID4355,S,2,0,0,0,7,16,3,4,439.0,616,1,0,0,53,9,8,168.0,12631.0,4270.0
Case 63,Lapping - Machine 1,Machine 1 - Lapping,2012-03-16 08:14:00,2012-03-16 11:39:00,155,Cable Head,ID0998,D,0,0,0,0,8,16,3,4,70.0,616,1,0,0,53,9,8,205.0,12631.0,4102.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-16 09:53:00,2012-03-16 12:17:00,155,Cable Head,ID4355,D,10,0,0,0,9,16,3,4,99.0,626,1,0,0,53,9,8,144.0,12631.0,3897.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-17 22:14:00,2012-03-18 06:52:00,155,Cable Head,ID4445,D,34,0,0,0,22,17,3,5,2181.0,660,1,0,0,53,9,8,518.0,12631.0,3753.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-18 10:21:00,2012-03-18 15:53:00,155,Cable Head,ID4385,D,15,0,0,0,10,18,3,6,727.0,675,1,0,0,53,9,8,332.0,12631.0,3235.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-18 15:56:00,2012-03-18 17:52:00,155,Cable Head,ID0420,D,8,0,0,0,15,18,3,6,335.0,683,1,0,0,53,9,8,116.0,12631.0,2903.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-18 21:00:00,2012-03-19 06:49:00,155,Cable Head,ID4445,D,34,0,0,0,21,18,3,6,304.0,717,1,0,0,53,9,8,589.0,12631.0,2787.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-19 07:06:00,2012-03-19 08:02:00,155,Cable Head,ID4385,D,3,0,0,0,7,19,3,0,606.0,720,1,0,0,53,9,8,56.0,12631.0,2198.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-19 08:01:00,2012-03-19 17:53:00,155,Cable Head,ID0420,D,30,0,0,0,8,19,3,0,55.0,750,1,0,0,53,9,8,592.0,12631.0,2142.0
Case 63,Round Grinding - Machine 2,Machine 2 - Round Grinding,2012-03-19 20:16:00,2012-03-20 00:44:00,155,Cable Head,ID4445,D,17,0,0,0,20,19,3,0,735.0,767,1,0,0,53,9,8,268.0,12631.0,1550.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-26 11:20:00,2012-03-26 12:50:00,155,Cable Head,ID4163,D,0,0,0,0,11,26,3,0,9544.0,767,1,0,0,53,9,8,90.0,12631.0,1282.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-26 13:20:00,2012-03-26 16:11:00,155,Cable Head,ID4163,D,0,0,0,0,13,26,3,0,120.0,767,1,0,0,53,9,8,171.0,12631.0,1192.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-27 07:00:00,2012-03-27 08:40:00,155,Cable Head,ID4163,D,0,0,0,0,7,27,3,1,1060.0,767,1,0,0,53,9,8,100.0,12631.0,1021.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-27 11:00:00,2012-03-27 12:50:00,155,Cable Head,ID4163,D,0,0,0,0,11,27,3,1,240.0,767,1,0,0,53,9,8,110.0,12631.0,921.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-27 13:20:00,2012-03-27 18:01:00,155,Cable Head,ID4163,D,0,0,0,0,13,27,3,1,140.0,767,1,0,0,53,9,8,281.0,12631.0,811.0
Case 63,Grinding Rework - Machine 12,Machine 12 - Grinding,2012-03-27 16:00:00,2012-03-27 19:30:00,155,Cable Head,ID4528,D,0,0,0,0,16,27,3,1,160.0,767,1,0,0,53,9,8,210.0,12631.0,530.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-28 07:00:00,2012-03-28 08:40:00,155,Cable Head,ID4163,D,0,0,0,0,7,28,3,2,900.0,767,1,0,0,53,9,8,100.0,12631.0,320.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-28 09:00:00,2012-03-28 09:20:00,155,Cable Head,ID4163,D,0,2,0,0,9,28,3,2,120.0,767,3,0,1,53,9,8,20.0,12631.0,220.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-28 09:20:00,2012-03-28 09:40:00,155,Cable Head,ID4163,D,0,2,0,0,9,28,3,2,20.0,767,5,0,1,53,9,8,20.0,12631.0,200.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-28 09:40:00,2012-03-28 10:00:00,155,Cable Head,ID4163,D,0,1,0,0,9,28,3,2,20.0,767,6,0,1,53,9,8,20.0,12631.0,180.0
Case 63,Packing,Packing,2012-03-29 00:00:00,2012-03-29 01:00:00,155,Cable Head,ID4291,D,136,0,0,0,0,29,3,3,860.0,903,6,0,0,53,9,8,60.0,12631.0,160.0
Case 63,Final Inspection Q.C.,Quality Check 1,2012-03-29 07:00:00,2012-03-29 08:40:00,155,Cable Head,ID4163,D,136,0,0,0,7,29,3,3,420.0,1039,6,0,0,53,9,8,100.0,12631.0,100.0
