Case ID,Activity,Concurrent Case Count,Avg Qty Completed by Others,Avg Qty Rejected by Others,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Others,Completion Time (minutes)
Case 43,Turning & Milling - Machine 8,0,,,,0,0,275.0
Case 43,Turning & Milling Q.C.,2,9.0,0.0,96.5,1,18,35.0
Case 43,Turning & Milling - Machine 8,0,,,,0,0,96.0
Case 43,Turning & Milling - Machine 8,2,3.5,0.0,250.0,2,7,276.0
Case 43,Turning & Milling Q.C.,0,,,,0,0,11.0
Case 43,Laser Marking - Machine 7,1,0.0,0.0,161.0,1,0,15.0
Case 43,Lapping - Machine 1,1,60.0,0.0,49.0,1,60,36.0
Case 43,Final Inspection Q.C.,0,,,,0,0,60.0
Case 43,Packing,13,43.53333333333333,1.0,66.0,6,653,60.0
Case 43,Packing,13,43.53333333333333,1.0,66.0,6,653,60.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,83.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,1,12.0,0.0,269.0,1,12,428.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,215.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,1,5.0,0.0,417.0,1,5,269.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,268.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,595.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,2,14.5,0.0,461.0,2,29,666.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,1,1.0,0.0,383.0,1,1,542.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,3,0.3333333333333333,0.0,67.0,3,1,543.0
Case 44,Turning & Milling Q.C.,0,,,,0,0,9.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,1,114.0,0.0,607.0,1,114,620.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,151.0
Case 44,Turning & Milling Q.C.,0,,,,0,0,91.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,82.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,385.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,421.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,2,0.0,0.0,100.0,1,0,537.0
Case 44,Turning & Milling Q.C.,1,12.0,0.0,60.0,1,12,90.0
Case 44,Lapping - Machine 1,8,68.11111111111111,1.4444444444444444,63.333333333333336,3,613,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,2,4.5,0.0,315.5,2,9,630.0
Case 44,Laser Marking - Machine 7,1,66.0,0.0,75.0,1,66,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,657.0
Case 44,Packing,13,47.53333333333333,0.0,65.0,3,713,60.0
Case 44,Lapping - Machine 1,0,,,,0,0,246.0
Case 44,Final Inspection Q.C.,0,,,,0,0,84.0
Case 44,Laser Marking - Machine 7,1,14.0,1.0,80.0,1,14,75.0
Case 44,Laser Marking - Machine 7,1,14.0,1.0,80.0,1,14,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,1,6.0,0.0,30.0,1,6,86.0
Case 44,Turning & Milling Q.C.,4,10.0,0.0,370.0,4,50,97.0
Case 44,Laser Marking - Machine 7,0,,,,0,0,66.0
Case 44,Lapping - Machine 1,6,9.5,0.0,86.5,4,76,75.0
Case 44,Lapping - Machine 1,6,19.0,0.0,64.28571428571429,2,133,75.0
Case 44,Lapping - Machine 1,6,19.0,0.0,64.28571428571429,2,133,75.0
Case 44,Lapping - Machine 1,6,19.0,0.0,64.28571428571429,2,133,75.0
Case 44,Final Inspection Q.C.,0,,,,0,0,55.0
Case 44,Lapping - Machine 1,0,,,,0,0,150.0
Case 44,Final Inspection Q.C.,1,100.0,0.0,86.0,2,200,160.0
Case 44,Packing,4,34.4,0.0,66.0,2,172,60.0
Case 44,Packing,4,25.6,0.0,60.0,1,128,60.0
Case 45,Turning & Milling - Machine 6,0,,,,0,0,343.0
Case 45,Turning & Milling - Machine 6,0,,,,0,0,192.0
Case 45,Turning & Milling - Machine 6,1,0.0,0.0,436.0,1,0,242.0
Case 45,Turning & Milling Q.C.,0,,,,0,0,174.0
Case 45,Fix - Machine 15M,0,,,,0,0,96.0
Case 45,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 45,Turning & Milling Q.C.,0,,,,0,0,37.0
Case 46,Turning & Milling - Machine 6,4,13.5,0.0,67.5,3,54,75.0
Case 46,Turning & Milling - Machine 6,0,,,,0,0,387.0
Case 46,Turning & Milling - Machine 6,0,,,,0,0,185.0
Case 46,Turning & Milling - Machine 6,0,,,,0,0,156.0
Case 46,Turning & Milling - Machine 6,0,,,,0,0,280.0
Case 46,Turning & Milling Q.C.,0,,,,0,0,115.0
Case 46,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 46,Lapping - Machine 1,0,,,,0,0,0.0
Case 46,Final Inspection Q.C.,0,,,,0,0,53.0
Case 46,Final Inspection Q.C.,1,172.0,0.0,1.0,1,172,12.0
Case 46,Packing,3,86.66666666666667,0.0,65.0,2,260,60.0
Case 47,Turning & Milling - Machine 8,0,,,,0,0,335.0
Case 47,Turning & Milling - Machine 8,0,,,,0,0,72.0
Case 47,Turning & Milling Q.C.,0,,,,0,0,20.0
Case 47,Turning & Milling - Machine 8,0,,,,0,0,122.0
Case 47,Turning & Milling - Machine 8,1,0.0,0.0,240.0,1,0,59.0
Case 47,Turning & Milling - Machine 8,6,9.5,0.0,88.25,3,76,61.0
Case 47,Turning & Milling Q.C.,1,30.0,0.0,28.0,1,30,18.0
Case 47,Laser Marking - Machine 7,1,0.0,28.0,43.0,1,0,3.0
Case 47,Flat Grinding - Machine 11,0,,,,0,0,46.0
Case 47,Lapping - Machine 1,0,,,,0,0,75.0
Case 47,Round Grinding - Machine 2,0,,,,0,0,120.0
Case 47,Final Inspection Q.C.,1,48.0,0.0,118.0,1,48,370.0
Case 47,Packing,9,22.5,0.5,61.5,2,225,60.0
Case 48,Turning & Milling - Machine 4,1,32.0,0.0,217.0,1,32,461.0
Case 48,Turning & Milling - Machine 4,0,,,,0,0,247.0
Case 48,Turning & Milling - Machine 4,0,,,,0,0,407.0
Case 48,Turning & Milling Q.C.,7,14.142857142857142,0.2857142857142857,342.85714285714283,7,99,100.0
Case 48,Turning & Milling - Machine 4,0,,,,0,0,148.0
Case 48,Turning & Milling Q.C.,1,29.0,0.0,195.0,1,29,43.0
Case 48,Laser Marking - Machine 7,0,,,,0,0,28.0
Case 48,Lapping - Machine 1,0,,,,0,0,103.0
Case 48,Round Grinding - Manual,0,,,,0,0,316.0
Case 48,Round Grinding - Manual,0,,,,0,0,429.0
Case 48,Round Grinding - Manual,0,,,,0,0,291.0
Case 48,Round Grinding - Manual,0,,,,0,0,307.0
Case 48,Round Grinding - Machine 2,1,150.0,0.0,125.0,1,150,184.0
Case 48,Round Grinding - Machine 2,0,,,,0,0,66.0
Case 48,Round Grinding - Manual,1,5.0,0.0,49.0,1,5,517.0
Case 48,Round Grinding - Machine 2,0,,,,0,0,118.0
Case 48,Round Grinding - Machine 2,1,27.0,0.0,3.0,1,27,231.0
Case 48,Round Grinding - Machine 12,0,,,,0,0,72.0
Case 48,Round Grinding - Machine 12,0,,,,0,0,35.0
Case 48,Round Grinding - Manual,0,,,,0,0,356.0
Case 48,Round Grinding - Machine 2,1,52.0,0.0,647.0,1,52,218.0
Case 48,Round Grinding - Machine 12,6,58.42857142857143,0.7142857142857143,191.14285714285714,4,409,528.0
Case 48,Round Grinding - Machine 2,0,,,,0,0,400.0
Case 48,Packing,4,38.666666666666664,0.0,65.0,2,232,60.0
Case 48,Final Inspection Q.C.,2,0.0,0.0,108.5,2,0,300.0
Case 48,Round Grinding - Machine 12,2,2.5,0.0,88.0,2,5,389.0
Case 48,Packing,6,9.0,0.0,67.5,4,54,60.0
Case 48,Final Inspection Q.C.,3,9.666666666666666,0.3333333333333333,204.0,3,29,154.0
Case 48,Grinding Rework - Machine 27,1,0.0,0.0,18.0,1,0,195.0
Case 48,Packing,5,6.2,0.0,66.0,2,31,60.0
Case 48,Final Inspection Q.C.,2,0.0,0.0,206.0,1,0,75.0
Case 49,Turning & Milling - Machine 8,0,,,,0,0,521.0
Case 49,Turning & Milling Q.C.,1,0.0,0.0,57.0,1,0,65.0
Case 49,Turning & Milling - Machine 8,0,,,,0,0,183.0
Case 49,Turning & Milling - Machine 6,2,0.0,0.0,75.0,2,0,75.0
Case 49,Turning & Milling Q.C.,0,,,,0,0,111.0
Case 49,Flat Grinding - Machine 11,0,,,,0,0,40.0
Case 49,Turning & Milling Q.C.,0,,,,0,0,117.0
Case 49,Laser Marking - Machine 7,0,,,,0,0,25.0
Case 49,Lapping - Machine 1,1,112.0,0.0,87.0,1,112,75.0
Case 49,Packing,4,24.4,0.0,60.0,1,122,60.0
Case 49,Final Inspection Q.C.,1,9.0,0.0,68.0,1,9,33.0
Case 5,Turning & Milling - Machine 8,0,,,,0,0,297.0
Case 5,Turning & Milling - Machine 8,0,,,,0,0,29.0
Case 50,Turning & Milling - Machine 6,0,,,,0,0,1.0
Case 50,Turning & Milling - Machine 6,0,,,,0,0,53.0
Case 50,Turning & Milling - Machine 6,0,,,,0,0,348.0
Case 50,Turning & Milling - Machine 6,0,,,,0,0,146.0
Case 50,Turning & Milling Q.C.,0,,,,0,0,168.0
Case 50,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 50,Lapping - Machine 1,0,,,,0,0,0.0
Case 50,Packing,4,7.0,2.5,63.75,2,28,60.0
Case 50,Final Inspection Q.C.,1,0.0,0.0,45.0,1,0,142.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,87.0
Case 52,Turning & Milling - Machine 8,1,4.0,0.0,150.0,1,4,130.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,92.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,47.0
Case 52,Turning & Milling - Machine 8,4,4.5,0.0,219.0,4,18,147.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,22.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,500.0
Case 52,Turning & Milling - Machine 8,2,32.0,0.0,465.0,2,64,234.0
Case 52,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 52,Flat Grinding - Machine 11,0,,,,0,0,95.0
Case 52,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 52,Laser Marking - Machine 7,1,0.0,0.0,242.0,1,0,40.0
Case 52,Final Inspection Q.C.,1,0.0,0.0,131.0,1,0,128.0
Case 52,Final Inspection Q.C.,1,44.0,0.0,3.0,1,44,1.0
Case 52,Packing,8,63.44444444444444,1.4444444444444444,65.0,3,571,60.0
Case 52,Packing,13,52.266666666666666,0.0,65.0,3,784,60.0
Case 53,Turning & Milling - Machine 8,1,300.0,0.0,75.0,1,300,126.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,68.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,79.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,120.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,105.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,227.0
Case 53,Turning & Milling - Machine 8,2,31.5,0.0,384.0,2,63,60.0
Case 53,Turning & Milling Q.C.,2,31.5,0.0,384.0,2,63,60.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,210.0
Case 53,Turning & Milling Q.C.,0,,,,0,0,11.0
Case 53,Turning & Milling Q.C.,1,6.0,0.0,33.0,1,6,68.0
Case 53,Laser Marking - Machine 7,2,25.0,0.0,230.0,2,50,102.0
Case 53,Flat Grinding - Machine 11,1,14.0,0.0,38.666666666666664,3,42,1.0
Case 53,Round Grinding - Machine 12,0,,,,0,0,70.0
Case 53,Round Grinding - Machine 12,0,,,,0,0,111.0
Case 53,Final Inspection Q.C.,0,,,,0,0,180.0
Case 53,Final Inspection Q.C.,2,0.0,0.0,123.0,1,0,14.0
Case 53,Packing,3,15.0,0.0,70.0,3,45,60.0
Case 54,Turning & Milling - Machine 4,0,,,,0,0,406.0
Case 54,Turning & Milling - Machine 4,1,35.0,0.0,301.5,1,70,218.0
Case 54,Turning & Milling - Machine 4,1,7.0,0.0,142.0,1,7,45.0
Case 54,Turning & Milling - Machine 4,2,24.0,0.0,87.5,1,48,387.0
Case 54,Turning & Milling Q.C.,0,,,,0,0,59.0
Case 54,Turning & Milling - Machine 4,0,,,,0,0,414.0
Case 54,Turning & Milling Q.C.,4,24.5,0.0,351.75,4,98,15.0
Case 54,Flat Grinding - Machine 11,1,54.0,0.0,63.0,1,54,60.0
Case 54,Flat Grinding - Machine 11,1,0.0,0.0,1.0,1,0,75.0
Case 54,Turning & Milling Q.C.,0,,,,0,0,49.0
Case 54,Final Inspection Q.C.,1,9.0,0.0,1.0,1,9,40.0
Case 54,Flat Grinding - Machine 11,1,9.0,0.0,1.0,1,9,1.0
Case 54,Lapping - Machine 1,1,9.0,0.0,1.0,1,9,75.0
Case 54,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 54,Packing,9,21.4,0.5,61.5,2,214,60.0
Case 54,Final Inspection Q.C.,0,,,,0,0,23.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,201.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,2,10.5,0.0,389.5,2,21,69.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,562.0
Case 55,Turning & Milling Q.C.,1,14.0,0.0,100.0,1,14,31.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,341.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,1,36.0,0.0,529.0,1,36,512.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,1,48.0,0.0,60.0,1,48,29.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,415.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,2,16.5,0.0,268.0,2,33,398.0
Case 55,Turning & Milling Q.C.,3,30.333333333333332,0.0,169.33333333333334,2,91,90.0
Case 55,Laser Marking - Machine 7,1,26.0,0.0,36.0,1,26,49.0
Case 55,Flat Grinding - Machine 11,13,42.4375,0.9375,64.6875,5,679,75.0
Case 55,Flat Grinding - Machine 11,1,52.0,0.0,105.0,1,52,190.0
Case 55,Lapping - Machine 1,6,49.857142857142854,0.0,66.42857142857143,4,349,75.0
Case 55,Lapping - Machine 1,0,,,,0,0,90.0
Case 55,Final Inspection Q.C.,0,,,,0,0,60.0
Case 55,Packing,1,76.0,0.0,60.0,1,152,60.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,4,8.75,0.0,60.0,1,35,75.0
Case 56,Turning - Machine 8,0,,,,0,0,89.0
Case 56,Turning - Machine 8,0,,,,0,0,242.0
Case 56,Packing,5,1.8,0.0,66.0,2,9,60.0
Case 56,Turning - Machine 8,1,19.0,0.0,282.0,1,19,130.0
Case 56,Turning Q.C.,1,1.0,0.0,266.0,1,1,34.0
Case 56,Lapping - Machine 1,0,,,,0,0,73.0
Case 56,Laser Marking - Machine 7,0,,,,0,0,18.0
Case 56,Final Inspection Q.C.,1,29.0,0.0,117.0,1,29,49.0
Case 58,Round Grinding - Manual,0,,,,0,0,27.0
Case 58,Round Grinding - Manual,0,,,,0,0,69.0
Case 58,Round Grinding - Manual,1,105.0,0.0,385.0,1,105,132.0
Case 58,Round Grinding - Manual,0,,,,0,0,418.0
Case 58,Final Inspection Q.C.,2,0.0,0.0,138.5,2,0,501.0
Case 58,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 58,Packing,5,24.8,0.0,134.0,3,124,60.0
Case 59,Turning & Milling - Machine 6,0,,,,0,0,367.0
Case 59,Turning & Milling - Machine 6,0,,,,0,0,108.0
Case 59,Turning & Milling - Machine 6,0,,,,0,0,57.0
Case 59,Turning & Milling Q.C.,1,33.0,0.0,28.0,1,33,50.0
Case 59,Laser Marking - Machine 7,0,,,,0,0,5.0
Case 59,Lapping - Machine 1,1,4.0,0.0,62.0,1,4,38.0
Case 59,Packing,9,22.8,0.5,61.5,2,228,60.0
Case 59,Final Inspection Q.C.,2,0.0,0.0,47.0,2,0,101.0
Case 59,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,90.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,24.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,183.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,172.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,431.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,185.0
Case 6,Turning & Milling Q.C.,0,,,,0,0,16.0
Case 6,Turning & Milling Q.C.,0,,,,0,0,474.0
Case 6,Turning & Milling - Machine 8,3,0.6666666666666666,0.0,218.66666666666666,3,2,663.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,238.0
Case 6,Flat Grinding - Machine 11,3,14.666666666666666,0.0,60.0,1,44,75.0
Case 6,Turning & Milling Q.C.,1,3.0,0.0,181.0,1,3,9.0
Case 6,Flat Grinding - Machine 11,1,0.0,0.0,2.0,1,0,45.0
Case 6,Laser Marking - Machine 7,0,,,,0,0,47.0
Case 6,Final Inspection Q.C.,0,,,,0,0,1.0
Case 6,Packing,5,17.142857142857142,0.0,64.28571428571429,2,120,60.0
Case 6,Packing,5,17.142857142857142,0.0,64.28571428571429,2,120,60.0
Case 6,Laser Marking - Machine 7,5,58.142857142857146,1.0,77.28571428571429,5,407,75.0
Case 60,Turning - Machine 8,0,,,,0,0,107.0
Case 60,Lapping - Machine 1,3,21.0,0.0,221.66666666666666,2,63,20.0
Case 60,Turning - Machine 8,1,10.0,0.0,144.0,1,10,157.0
Case 60,Turning Q.C.,3,51.333333333333336,0.0,313.6666666666667,2,154,60.0
Case 60,Turning - Machine 8,3,51.333333333333336,0.0,313.6666666666667,2,154,98.0
Case 60,Turning - Machine 8,0,,,,0,0,399.0
Case 60,Turning Q.C.,0,,,,0,0,58.0
Case 60,Turning Q.C.,2,45.5,0.0,411.0,2,91,46.0
Case 60,Lapping - Machine 1,0,,,,0,0,36.0
Case 60,Laser Marking - Machine 7,0,,,,0,0,11.0
Case 60,Final Inspection Q.C.,0,,,,0,0,60.0
Case 60,Final Inspection Q.C.,1,0.0,0.0,127.0,1,0,1.0
Case 60,Packing,8,17.3,0.0,66.0,3,173,60.0
Case 61,Turning & Milling - Machine 9,2,0.0,0.0,70.5,1,0,280.0
Case 61,Turning & Milling - Machine 9,1,9.0,0.0,34.0,1,9,38.0
Case 61,Turning & Milling - Machine 9,2,11.0,0.0,357.0,2,22,62.0
Case 61,Turning & Milling - Machine 9,1,49.0,0.0,135.0,1,49,571.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,206.0
Case 61,Turning & Milling Q.C.,0,,,,0,0,109.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,245.0
Case 61,Turning & Milling - Machine 9,5,71.6,0.0,198.8,3,358,110.0
Case 61,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,90.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,148.0
Case 61,Turning & Milling - Machine 9,1,1.0,0.0,428.0,1,1,269.0
Case 61,Turning & Milling - Machine 9,5,40.4,0.0,435.0,4,202,507.0
Case 61,Turning & Milling Q.C.,1,9.0,0.0,121.0,1,9,181.0
Case 61,Turning & Milling Q.C.,0,,,,0,0,3.0
Case 61,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 61,Stress Relief,0,,,,0,0,0.0
Case 61,Turning - Machine 9,1,27.0,0.0,75.0,1,27,1061.0
Case 61,Turning - Machine 9,0,,,,0,0,63.0
Case 61,Turning - Machine 9,0,,,,0,0,350.0
Case 61,Turning Q.C.,1,76.0,0.0,50.0,1,76,67.0
Case 61,Turning - Machine 9,1,76.0,0.0,50.0,1,76,174.0
Case 61,Turning - Machine 9,1,10.0,0.0,171.0,1,10,398.0
Case 61,Turning - Machine 9,1,2.0,0.0,645.0,1,2,465.0
Case 61,Turning Q.C.,0,,,,0,0,120.0
Case 61,Laser Marking - Machine 7,9,67.63636363636364,0.0,61.36363636363637,2,744,75.0
Case 61,Laser Marking - Machine 7,0,,,,0,0,61.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,156.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,877.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,377.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,155.0
Case 62,Turning & Milling - Machine 8,1,0.0,14.0,1.0,1,0,91.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,42.0
Case 62,Turning & Milling Q.C.,1,0.0,1.0,20.0,1,0,36.0
Case 62,Turning & Milling Q.C.,0,,,,0,0,221.0
Case 62,Laser Marking - Machine 7,1,18.0,0.0,1.0,1,18,75.0
Case 62,Flat Grinding - Machine 11,0,,,,0,0,47.0
Case 62,Lapping - Machine 1,1,18.0,0.0,22.0,1,18,75.0
Case 62,Round Grinding - Machine 3,2,29.5,0.0,95.5,2,59,130.0
Case 62,Round Grinding - Machine 3,2,30.0,0.0,269.0,2,60,81.0
Case 62,Grinding Rework - Machine 12,0,,,,0,0,145.0
Case 62,Packing,4,6.5,2.5,63.75,2,26,60.0
Case 62,Final Inspection Q.C.,0,,,,0,0,66.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,58.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,139.0
Case 63,Turning & Milling - Machine 4,1,0.0,1.0,1.0,1,0,180.0
Case 63,Turning & Milling Q.C.,1,9.0,0.0,171.0,1,9,64.0
Case 63,Turning & Milling - Machine 4,1,0.0,0.0,599.0,1,0,420.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,1297.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,482.0
Case 63,Turning & Milling - Machine 4,2,34.5,0.0,297.5,2,69,173.0
Case 63,Turning & Milling Q.C.,1,0.0,0.0,280.0,1,0,166.0
Case 63,Laser Marking - Machine 7,0,,,,0,0,67.0
Case 63,Laser Marking - Machine 7,1,10.0,0.0,1.0,1,10,31.0
Case 63,Lapping - Machine 1,6,14.777777777777779,0.0,66.66666666666667,2,133,75.0
Case 63,Lapping - Machine 1,5,6.6,0.0,63.0,2,33,75.0
Case 63,Grinding Rework,0,,,,0,0,229.0
Case 63,Lapping - Machine 1,0,,,,0,0,75.0
Case 63,Lapping - Machine 1,0,,,,0,0,1.0
Case 63,Lapping - Machine 1,4,19.142857142857142,0.0,117.57142857142857,4,134,75.0
Case 63,Lapping - Machine 1,1,0.0,3.0,5.0,1,0,91.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,183.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,39.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,413.0
Case 63,Round Grinding - Machine 2,2,29.5,0.0,95.0,2,59,131.0
Case 63,Round Grinding - Machine 2,2,34.5,0.0,55.0,2,69,509.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,150.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,637.0
Case 63,Round Grinding - Machine 2,2,47.5,0.0,118.0,2,95,552.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,202.0
Case 63,Turning & Milling Q.C.,0,,,,0,0,637.0
Case 63,Round Grinding - Machine 2,1,52.0,0.0,142.0,1,52,565.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,447.0
Case 63,Turning & Milling Q.C.,0,,,,0,0,198.0
Case 63,Round Grinding - Machine 2,1,28.0,0.0,241.0,1,28,168.0
Case 63,Lapping - Machine 1,0,,,,0,0,205.0
Case 63,Round Grinding - Machine 2,1,0.0,0.0,157.0,1,0,144.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,518.0
Case 63,Round Grinding - Machine 2,1,0.0,0.0,66.0,1,0,332.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,116.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,589.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,56.0
Case 63,Round Grinding - Machine 2,3,4.666666666666667,0.3333333333333333,122.33333333333333,2,14,592.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,268.0
Case 63,Final Inspection Q.C.,1,0.0,0.0,403.0,1,0,90.0
Case 63,Final Inspection Q.C.,0,,,,0,0,171.0
Case 63,Final Inspection Q.C.,4,23.0,0.0,265.0,3,115,100.0
Case 63,Final Inspection Q.C.,1,60.0,0.0,107.0,1,60,110.0
Case 63,Final Inspection Q.C.,0,,,,0,0,281.0
Case 63,Grinding Rework - Machine 12,1,12.0,0.0,484.0,1,12,210.0
Case 63,Final Inspection Q.C.,3,20.0,0.0,192.0,3,60,100.0
Case 63,Final Inspection Q.C.,1,0.0,0.0,542.0,1,0,20.0
Case 63,Final Inspection Q.C.,0,,,,0,0,20.0
Case 63,Final Inspection Q.C.,0,,,,0,0,20.0
Case 63,Packing,9,55.27272727272727,0.0,62.72727272727273,3,608,60.0
Case 63,Final Inspection Q.C.,4,60.0,0.0,243.5,4,240,100.0
Case 64,Turning & Milling - Machine 5,0,,,,0,0,450.0
Case 64,Turning & Milling - Machine 5,0,,,,0,0,400.0
Case 64,Turning & Milling - Machine 5,2,16.0,0.0,224.66666666666666,2,48,339.0
Case 64,Turning & Milling - Machine 5,0,,,,0,0,397.0
Case 64,Turning & Milling - Machine 5,1,0.0,0.0,170.0,1,0,162.0
Case 64,Turning & Milling - Machine 5,0,,,,0,0,79.0
Case 64,Turning & Milling - Machine 5,1,0.0,0.0,218.0,1,0,1.0
Case 64,Turning & Milling - Machine 5,1,0.0,0.0,218.0,1,0,602.0
Case 65,Turning & Milling - Machine 9,5,4.0,0.16666666666666666,114.66666666666667,4,24,60.0
Case 65,Turning & Milling Q.C.,0,,,,0,0,51.0
Case 65,Turning & Milling - Machine 9,1,8.0,0.0,145.5,1,16,304.0
Case 65,Turning & Milling - Machine 9,1,5.0,0.0,44.0,1,5,418.0
Case 65,Turning & Milling - Machine 9,1,0.0,0.0,32.0,1,0,359.0
Case 65,Turning & Milling - Machine 9,0,,,,0,0,180.0
Case 66,Turning - Machine 8,0,,,,0,0,40.0
Case 66,Turning - Machine 8,2,59.0,0.0,230.5,2,118,147.0
Case 66,Turning Q.C.,1,35.0,0.0,1.0,1,35,1.0
Case 66,Flat Grinding - Machine 11,0,,,,0,0,57.0
Case 66,Lapping - Machine 1,0,,,,0,0,127.0
Case 66,Wire Cut - Machine 18,0,,,,0,0,150.0
Case 66,Turning Q.C.,2,1.0,0.0,141.0,1,2,205.0
Case 66,Lapping - Machine 1,0,,,,0,0,75.0
Case 66,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 66,Packing,1,35.0,0.0,60.0,1,35,60.0
Case 66,Final Inspection Q.C.,0,,,,0,0,75.0
Case 67,Turning & Milling - Machine 5,1,10.0,0.0,259.0,1,10,187.0
Case 67,Turning & Milling - Machine 5,0,,,,0,0,104.0
Case 67,Turning & Milling - Machine 5,0,,,,0,0,436.0
Case 67,Turning & Milling - Machine 4,0,,,,0,0,360.0
Case 67,Turning & Milling - Machine 5,0,,,,0,0,334.0
Case 67,Turning & Milling - Machine 5,0,,,,0,0,460.0
Case 67,Turning & Milling - Machine 4,0,,,,0,0,434.0
Case 67,Turning & Milling - Machine 4,0,,,,0,0,541.0
Case 67,Turning & Milling Q.C.,3,2.6666666666666665,0.6666666666666666,86.66666666666667,1,8,100.0
Case 67,Turning & Milling - Machine 4,0,,,,0,0,477.0
