Case ID,Activity,Last Qty Completed,Last Qty Rejected,Completion Time (minutes)
Case 43,Laser Marking - Machine 7,26,0,15.0
Case 43,Lapping - Machine 1,26,0,36.0
Case 43,Final Inspection Q.C.,26,0,60.0
Case 43,Packing,0,0,60.0
Case 43,Packing,26,0,60.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,0,83.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,1,0,428.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,12,0,215.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,6,0,269.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,15,0,268.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,15,0,595.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,21,0,666.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,12,0,542.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,18,0,543.0
Case 44,Turning & Milling Q.C.,0,0,9.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,16,0,620.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,0,151.0
Case 44,Turning & Milling Q.C.,0,0,91.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,1,0,82.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,13,0,385.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,15,0,421.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,18,0,537.0
Case 44,Turning & Milling Q.C.,105,0,90.0
Case 44,Lapping - Machine 1,0,0,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,11,0,630.0
Case 44,Laser Marking - Machine 7,105,0,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,2,0,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,21,0,657.0
Case 44,Packing,104,0,60.0
Case 44,Lapping - Machine 1,105,0,246.0
Case 44,Final Inspection Q.C.,104,0,84.0
Case 44,Laser Marking - Machine 7,0,0,75.0
Case 44,Laser Marking - Machine 7,0,0,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,1,0,86.0
Case 44,Turning & Milling Q.C.,91,2,97.0
Case 44,Laser Marking - Machine 7,91,0,66.0
Case 44,Lapping - Machine 1,0,0,75.0
Case 44,Lapping - Machine 1,0,0,75.0
Case 44,Lapping - Machine 1,0,0,75.0
Case 44,Lapping - Machine 1,0,0,75.0
Case 44,Final Inspection Q.C.,0,0,55.0
Case 44,Lapping - Machine 1,91,0,150.0
Case 44,Final Inspection Q.C.,92,0,160.0
Case 44,Packing,92,0,60.0
Case 44,Packing,0,0,60.0
Case 45,Turning & Milling - Machine 6,1,0,343.0
Case 45,Turning & Milling - Machine 6,1,0,192.0
Case 45,Turning & Milling - Machine 6,13,0,242.0
Case 45,Turning & Milling Q.C.,0,0,174.0
Case 45,Fix - Machine 15M,0,0,96.0
Case 45,Turning & Milling Q.C.,10,0,75.0
Case 45,Turning & Milling Q.C.,0,5,37.0
Case 46,Turning & Milling - Machine 6,0,0,75.0
Case 46,Turning & Milling - Machine 6,0,0,387.0
Case 46,Turning & Milling - Machine 6,0,0,185.0
Case 46,Turning & Milling - Machine 6,1,0,156.0
Case 46,Turning & Milling - Machine 6,9,0,280.0
Case 46,Turning & Milling Q.C.,10,0,115.0
Case 46,Laser Marking - Machine 7,10,0,75.0
Case 46,Lapping - Machine 1,10,0,0.0
Case 46,Final Inspection Q.C.,0,0,53.0
Case 46,Final Inspection Q.C.,10,0,12.0
Case 46,Packing,10,0,60.0
Case 47,Turning & Milling - Machine 8,1,0,335.0
Case 47,Turning & Milling - Machine 8,0,0,72.0
Case 47,Turning & Milling Q.C.,0,0,20.0
Case 47,Turning & Milling - Machine 8,9,0,122.0
Case 47,Turning & Milling - Machine 8,0,0,59.0
Case 47,Turning & Milling - Machine 8,0,0,61.0
Case 47,Turning & Milling Q.C.,10,0,18.0
Case 47,Laser Marking - Machine 7,10,0,3.0
Case 47,Flat Grinding - Machine 11,10,0,46.0
Case 47,Lapping - Machine 1,1,0,75.0
Case 47,Round Grinding - Machine 2,9,0,120.0
Case 47,Final Inspection Q.C.,10,0,370.0
Case 47,Packing,10,0,60.0
Case 48,Turning & Milling - Machine 4,0,0,461.0
Case 48,Turning & Milling - Machine 4,2,0,247.0
Case 48,Turning & Milling - Machine 4,23,0,407.0
Case 48,Turning & Milling Q.C.,0,0,100.0
Case 48,Turning & Milling - Machine 4,5,0,148.0
Case 48,Turning & Milling Q.C.,29,1,43.0
Case 48,Laser Marking - Machine 7,29,0,28.0
Case 48,Lapping - Machine 1,29,0,103.0
Case 48,Round Grinding - Manual,2,0,316.0
Case 48,Round Grinding - Manual,5,0,429.0
Case 48,Round Grinding - Manual,10,0,291.0
Case 48,Round Grinding - Manual,12,0,307.0
Case 48,Round Grinding - Machine 2,0,0,184.0
Case 48,Round Grinding - Machine 2,0,0,66.0
Case 48,Round Grinding - Manual,0,0,517.0
Case 48,Round Grinding - Machine 2,0,0,118.0
Case 48,Round Grinding - Machine 2,0,0,231.0
Case 48,Round Grinding - Machine 12,0,0,72.0
Case 48,Round Grinding - Machine 12,0,0,35.0
Case 48,Round Grinding - Manual,0,0,356.0
Case 48,Round Grinding - Machine 2,18,0,218.0
Case 48,Round Grinding - Machine 12,0,0,528.0
Case 48,Round Grinding - Machine 2,11,0,400.0
Case 48,Packing,18,0,60.0
Case 48,Final Inspection Q.C.,18,0,300.0
Case 48,Round Grinding - Machine 12,0,0,389.0
Case 48,Packing,9,0,60.0
Case 48,Final Inspection Q.C.,9,0,154.0
Case 48,Grinding Rework - Machine 27,0,0,195.0
Case 48,Packing,2,0,60.0
Case 48,Final Inspection Q.C.,2,0,75.0
Case 49,Turning & Milling - Machine 8,0,0,521.0
Case 49,Turning & Milling Q.C.,0,0,65.0
Case 49,Turning & Milling - Machine 8,6,0,183.0
Case 49,Turning & Milling - Machine 6,0,1,75.0
Case 49,Turning & Milling Q.C.,6,0,111.0
Case 49,Flat Grinding - Machine 11,6,0,40.0
Case 49,Turning & Milling Q.C.,0,0,117.0
Case 49,Laser Marking - Machine 7,6,0,25.0
Case 49,Lapping - Machine 1,6,0,75.0
Case 49,Packing,6,0,60.0
Case 49,Final Inspection Q.C.,6,0,33.0
Case 5,Turning & Milling - Machine 8,0,0,297.0
Case 5,Turning & Milling - Machine 8,8,0,29.0
Case 50,Turning & Milling - Machine 6,0,0,1.0
Case 50,Turning & Milling - Machine 6,0,0,53.0
Case 50,Turning & Milling - Machine 6,0,0,348.0
Case 50,Turning & Milling - Machine 6,9,0,146.0
Case 50,Turning & Milling Q.C.,9,0,168.0
Case 50,Laser Marking - Machine 7,9,0,75.0
Case 50,Lapping - Machine 1,9,0,0.0
Case 50,Packing,7,0,60.0
Case 50,Final Inspection Q.C.,7,0,142.0
Case 52,Turning & Milling - Machine 8,13,0,87.0
Case 52,Turning & Milling - Machine 8,0,0,130.0
Case 52,Turning & Milling - Machine 8,0,0,92.0
Case 52,Turning & Milling - Machine 8,0,0,47.0
Case 52,Turning & Milling - Machine 8,1,0,147.0
Case 52,Turning & Milling - Machine 8,0,0,22.0
Case 52,Turning & Milling - Machine 8,43,0,500.0
Case 52,Turning & Milling - Machine 8,18,0,234.0
Case 52,Turning & Milling Q.C.,75,0,75.0
Case 52,Flat Grinding - Machine 11,75,0,95.0
Case 52,Laser Marking - Machine 7,0,0,1.0
Case 52,Laser Marking - Machine 7,75,0,40.0
Case 52,Final Inspection Q.C.,0,0,128.0
Case 52,Final Inspection Q.C.,75,0,1.0
Case 52,Packing,42,0,60.0
Case 52,Packing,33,0,60.0
Case 53,Turning & Milling - Machine 8,0,0,126.0
Case 53,Turning & Milling - Machine 8,0,0,68.0
Case 53,Turning & Milling - Machine 8,0,0,79.0
Case 53,Turning & Milling - Machine 8,1,0,120.0
Case 53,Turning & Milling - Machine 8,9,0,105.0
Case 53,Turning & Milling - Machine 8,0,0,227.0
Case 53,Turning & Milling - Machine 8,0,0,60.0
Case 53,Turning & Milling Q.C.,0,0,60.0
Case 53,Turning & Milling - Machine 8,9,0,210.0
Case 53,Turning & Milling Q.C.,9,1,11.0
Case 53,Turning & Milling Q.C.,9,0,68.0
Case 53,Laser Marking - Machine 7,9,0,102.0
Case 53,Flat Grinding - Machine 11,9,0,1.0
Case 53,Round Grinding - Machine 12,0,0,70.0
Case 53,Round Grinding - Machine 12,9,0,111.0
Case 53,Final Inspection Q.C.,0,0,180.0
Case 53,Final Inspection Q.C.,9,0,14.0
Case 53,Packing,9,0,60.0
Case 54,Turning & Milling - Machine 4,0,0,406.0
Case 54,Turning & Milling - Machine 4,0,0,218.0
Case 54,Turning & Milling - Machine 4,0,0,45.0
Case 54,Turning & Milling - Machine 4,11,0,387.0
Case 54,Turning & Milling Q.C.,0,0,59.0
Case 54,Turning & Milling - Machine 4,13,0,414.0
Case 54,Turning & Milling Q.C.,0,3,15.0
Case 54,Flat Grinding - Machine 11,0,0,60.0
Case 54,Flat Grinding - Machine 11,0,0,75.0
Case 54,Turning & Milling Q.C.,21,0,49.0
Case 54,Final Inspection Q.C.,0,0,40.0
Case 54,Flat Grinding - Machine 11,21,0,1.0
Case 54,Lapping - Machine 1,21,0,75.0
Case 54,Laser Marking - Machine 7,21,0,1.0
Case 54,Packing,21,0,60.0
Case 54,Final Inspection Q.C.,21,0,23.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,1,0,201.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,0,69.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,11,0,562.0
Case 55,Turning & Milling Q.C.,0,0,31.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,10,0,341.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,15,0,512.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,1,0,29.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,13,0,415.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,9,0,398.0
Case 55,Turning & Milling Q.C.,60,0,90.0
Case 55,Laser Marking - Machine 7,60,0,49.0
Case 55,Flat Grinding - Machine 11,0,0,75.0
Case 55,Flat Grinding - Machine 11,60,0,190.0
Case 55,Lapping - Machine 1,0,0,75.0
Case 55,Lapping - Machine 1,60,0,90.0
Case 55,Final Inspection Q.C.,60,0,60.0
Case 55,Packing,60,0,60.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,10,75.0
Case 56,Turning - Machine 8,0,0,89.0
Case 56,Turning - Machine 8,0,0,242.0
Case 56,Packing,24,0,60.0
Case 56,Turning - Machine 8,24,0,130.0
Case 56,Turning Q.C.,24,0,34.0
Case 56,Lapping - Machine 1,24,0,73.0
Case 56,Laser Marking - Machine 7,24,0,18.0
Case 56,Final Inspection Q.C.,24,0,49.0
Case 58,Round Grinding - Manual,0,0,27.0
Case 58,Round Grinding - Manual,0,0,69.0
Case 58,Round Grinding - Manual,10,0,132.0
Case 58,Round Grinding - Manual,18,0,418.0
Case 58,Final Inspection Q.C.,28,0,501.0
Case 58,Laser Marking - Machine 7,28,0,75.0
Case 58,Packing,28,0,60.0
Case 59,Turning & Milling - Machine 6,2,0,367.0
Case 59,Turning & Milling - Machine 6,7,0,108.0
Case 59,Turning & Milling - Machine 6,1,0,57.0
Case 59,Turning & Milling Q.C.,7,0,50.0
Case 59,Laser Marking - Machine 7,7,0,5.0
Case 59,Lapping - Machine 1,7,0,38.0
Case 59,Packing,7,0,60.0
Case 59,Final Inspection Q.C.,7,0,101.0
Case 59,Turning & Milling Q.C.,0,3,75.0
Case 6,Turning & Milling - Machine 8,1,0,90.0
Case 6,Turning & Milling - Machine 8,0,0,24.0
Case 6,Turning & Milling - Machine 8,0,0,183.0
Case 6,Turning & Milling - Machine 8,1,0,172.0
Case 6,Turning & Milling - Machine 8,0,0,431.0
Case 6,Turning & Milling - Machine 8,27,0,185.0
Case 6,Turning & Milling Q.C.,0,0,16.0
Case 6,Turning & Milling Q.C.,0,0,474.0
Case 6,Turning & Milling - Machine 8,33,0,663.0
Case 6,Turning & Milling - Machine 8,11,0,238.0
Case 6,Flat Grinding - Machine 11,0,0,75.0
Case 6,Turning & Milling Q.C.,73,0,9.0
Case 6,Flat Grinding - Machine 11,73,0,45.0
Case 6,Laser Marking - Machine 7,72,0,47.0
Case 6,Final Inspection Q.C.,72,0,1.0
Case 6,Packing,55,0,60.0
Case 6,Packing,17,0,60.0
Case 6,Laser Marking - Machine 7,0,1,75.0
Case 60,Turning - Machine 8,0,0,107.0
Case 60,Lapping - Machine 1,15,0,20.0
Case 60,Turning - Machine 8,0,0,157.0
Case 60,Turning Q.C.,0,0,60.0
Case 60,Turning - Machine 8,0,0,98.0
Case 60,Turning - Machine 8,15,0,399.0
Case 60,Turning Q.C.,0,0,58.0
Case 60,Turning Q.C.,15,0,46.0
Case 60,Lapping - Machine 1,15,0,36.0
Case 60,Laser Marking - Machine 7,15,0,11.0
Case 60,Final Inspection Q.C.,0,0,60.0
Case 60,Final Inspection Q.C.,15,0,1.0
Case 60,Packing,15,0,60.0
Case 61,Turning & Milling - Machine 9,1,0,280.0
Case 61,Turning & Milling - Machine 9,0,0,38.0
Case 61,Turning & Milling - Machine 9,3,0,62.0
Case 61,Turning & Milling - Machine 9,27,0,571.0
Case 61,Turning & Milling - Machine 9,9,0,206.0
Case 61,Turning & Milling Q.C.,0,0,109.0
Case 61,Turning & Milling - Machine 9,0,0,245.0
Case 61,Turning & Milling - Machine 9,1,0,110.0
Case 61,Turning & Milling Q.C.,0,0,60.0
Case 61,Turning & Milling - Machine 9,1,0,90.0
Case 61,Turning & Milling - Machine 9,7,0,148.0
Case 61,Turning & Milling - Machine 9,12,0,269.0
Case 61,Turning & Milling - Machine 9,19,0,507.0
Case 61,Turning & Milling Q.C.,39,0,181.0
Case 61,Turning & Milling Q.C.,0,0,3.0
Case 61,Turning & Milling Q.C.,0,1,75.0
Case 61,Stress Relief,39,0,0.0
Case 61,Turning - Machine 9,0,0,1061.0
Case 61,Turning - Machine 9,0,0,63.0
Case 61,Turning - Machine 9,1,0,350.0
Case 61,Turning Q.C.,0,0,67.0
Case 61,Turning - Machine 9,6,0,174.0
Case 61,Turning - Machine 9,17,0,398.0
Case 61,Turning - Machine 9,15,0,465.0
Case 61,Turning Q.C.,39,0,120.0
Case 61,Laser Marking - Machine 7,0,0,75.0
Case 61,Laser Marking - Machine 7,39,0,61.0
Case 62,Turning & Milling - Machine 8,0,0,156.0
Case 62,Turning & Milling - Machine 8,0,0,877.0
Case 62,Turning & Milling - Machine 8,1,0,377.0
Case 62,Turning & Milling - Machine 8,0,0,155.0
Case 62,Turning & Milling - Machine 8,8,0,91.0
Case 62,Turning & Milling - Machine 8,9,0,42.0
Case 62,Turning & Milling Q.C.,9,0,36.0
Case 62,Turning & Milling Q.C.,0,0,221.0
Case 62,Laser Marking - Machine 7,9,0,75.0
Case 62,Flat Grinding - Machine 11,9,0,47.0
Case 62,Lapping - Machine 1,9,0,75.0
Case 62,Round Grinding - Machine 3,0,0,130.0
Case 62,Round Grinding - Machine 3,9,0,81.0
Case 62,Grinding Rework - Machine 12,0,0,145.0
Case 62,Packing,9,0,60.0
Case 62,Final Inspection Q.C.,9,0,66.0
Case 63,Turning & Milling - Machine 4,0,0,58.0
Case 63,Turning & Milling - Machine 4,0,0,139.0
Case 63,Turning & Milling - Machine 4,9,0,180.0
Case 63,Turning & Milling Q.C.,0,0,64.0
Case 63,Turning & Milling - Machine 4,35,0,420.0
Case 63,Turning & Milling - Machine 4,55,0,1297.0
Case 63,Turning & Milling - Machine 4,41,0,482.0
Case 63,Turning & Milling - Machine 4,15,0,173.0
Case 63,Turning & Milling Q.C.,153,1,166.0
Case 63,Laser Marking - Machine 7,81,0,67.0
Case 63,Laser Marking - Machine 7,72,0,31.0
Case 63,Lapping - Machine 1,0,0,75.0
Case 63,Lapping - Machine 1,0,0,75.0
Case 63,Grinding Rework,0,0,229.0
Case 63,Lapping - Machine 1,75,0,75.0
Case 63,Lapping - Machine 1,8,0,1.0
Case 63,Lapping - Machine 1,0,0,75.0
Case 63,Lapping - Machine 1,70,0,91.0
Case 63,Round Grinding - Machine 2,0,0,183.0
Case 63,Round Grinding - Machine 2,0,0,39.0
Case 63,Round Grinding - Machine 2,0,0,413.0
Case 63,Round Grinding - Machine 2,0,0,131.0
Case 63,Round Grinding - Machine 2,0,0,509.0
Case 63,Round Grinding - Machine 2,0,0,150.0
Case 63,Round Grinding - Machine 2,0,0,637.0
Case 63,Round Grinding - Machine 2,0,0,552.0
Case 63,Round Grinding - Machine 2,0,0,202.0
Case 63,Turning & Milling Q.C.,0,0,637.0
Case 63,Round Grinding - Machine 2,0,0,565.0
Case 63,Round Grinding - Machine 2,0,0,447.0
Case 63,Turning & Milling Q.C.,0,0,198.0
Case 63,Round Grinding - Machine 2,2,0,168.0
Case 63,Lapping - Machine 1,0,0,205.0
Case 63,Round Grinding - Machine 2,10,0,144.0
Case 63,Round Grinding - Machine 2,34,0,518.0
Case 63,Round Grinding - Machine 2,15,0,332.0
Case 63,Round Grinding - Machine 2,8,0,116.0
Case 63,Round Grinding - Machine 2,34,0,589.0
Case 63,Round Grinding - Machine 2,3,0,56.0
Case 63,Round Grinding - Machine 2,30,0,592.0
Case 63,Round Grinding - Machine 2,17,0,268.0
Case 63,Final Inspection Q.C.,0,0,90.0
Case 63,Final Inspection Q.C.,0,0,171.0
Case 63,Final Inspection Q.C.,0,0,100.0
Case 63,Final Inspection Q.C.,0,0,110.0
Case 63,Final Inspection Q.C.,0,0,281.0
Case 63,Grinding Rework - Machine 12,0,0,210.0
Case 63,Final Inspection Q.C.,0,0,100.0
Case 63,Final Inspection Q.C.,0,2,20.0
Case 63,Final Inspection Q.C.,0,2,20.0
Case 63,Final Inspection Q.C.,0,1,20.0
Case 63,Packing,136,0,60.0
Case 63,Final Inspection Q.C.,136,0,100.0
Case 64,Turning & Milling - Machine 5,2,0,450.0
Case 64,Turning & Milling - Machine 5,37,0,400.0
Case 64,Turning & Milling - Machine 5,30,0,339.0
Case 64,Turning & Milling - Machine 5,52,0,397.0
Case 64,Turning & Milling - Machine 5,6,0,162.0
Case 64,Turning & Milling - Machine 5,12,0,79.0
Case 64,Turning & Milling - Machine 5,0,0,1.0
Case 64,Turning & Milling - Machine 5,70,0,602.0
Case 65,Turning & Milling - Machine 9,5,0,60.0
Case 65,Turning & Milling Q.C.,0,0,51.0
Case 65,Turning & Milling - Machine 9,20,0,304.0
Case 65,Turning & Milling - Machine 9,31,0,418.0
Case 65,Turning & Milling - Machine 9,23,0,359.0
Case 65,Turning & Milling - Machine 9,8,0,180.0
Case 66,Turning - Machine 8,1,0,40.0
Case 66,Turning - Machine 8,9,0,147.0
Case 66,Turning Q.C.,10,0,1.0
Case 66,Flat Grinding - Machine 11,10,0,57.0
Case 66,Lapping - Machine 1,10,0,127.0
Case 66,Wire Cut - Machine 18,10,0,150.0
Case 66,Turning Q.C.,0,0,205.0
Case 66,Lapping - Machine 1,10,0,75.0
Case 66,Laser Marking - Machine 7,10,0,75.0
Case 66,Packing,10,0,60.0
Case 66,Final Inspection Q.C.,10,0,75.0
Case 67,Turning & Milling - Machine 5,1,0,187.0
Case 67,Turning & Milling - Machine 5,12,0,104.0
Case 67,Turning & Milling - Machine 5,48,0,436.0
Case 67,Turning & Milling - Machine 4,0,0,360.0
Case 67,Turning & Milling - Machine 5,39,0,334.0
Case 67,Turning & Milling - Machine 5,50,0,460.0
Case 67,Turning & Milling - Machine 4,23,0,434.0
Case 67,Turning & Milling - Machine 4,32,0,541.0
Case 67,Turning & Milling Q.C.,0,0,100.0
Case 67,Turning & Milling - Machine 4,23,0,477.0
Case 67,Turning & Milling - Machine 4,11,0,224.0
Case 67,Turning & Milling - Machine 4,9,0,180.0
Case 67,Turning & Milling - Machine 4,14,0,288.0
Case 67,Turning & Milling - Machine 4,12,0,229.0
Case 67,Turning & Milling - Machine 4,13,0,184.0
Case 67,Turning & Milling - Machine 4,13,0,371.0
Case 67,Turning & Milling Q.C.,148,0,190.0
Case 67,Laser Marking - Machine 7,56,0,28.0
Case 67,Laser Marking - Machine 7,92,0,159.0
Case 67,Lapping - Machine 1,0,0,75.0
Case 67,Grinding Rework,0,0,96.0
Case 67,Grinding Rework,10,0,1.0
Case 67,Lapping - Machine 1,38,0,158.0
Case 68,Turning - Machine 21,6,0,270.0
Case 68,Turning - Machine 8,0,0,60.0
Case 68,Final Inspection Q.C.,0,0,91.0
Case 68,Packing,6,0,60.0
Case 68,Final Inspection Q.C.,6,0,30.0
Case 69,Milling - Machine 8,5,0,479.0
Case 69,Packing,5,0,60.0
Case 69,Final Inspection Q.C.,5,0,75.0
Case 7,Turning & Milling - Machine 4,0,0,467.0
Case 7,Setup - Machine 4,0,0,113.0
Case 7,Turning & Milling - Machine 4,1,0,489.0
Case 7,Turning & Milling - Machine 4,5,0,147.0
Case 7,Turning & Milling - Machine 4,0,0,36.0
Case 7,Turning & Milling - Machine 4,2,0,45.0
Case 7,Turning & Milling Q.C.,8,0,1.0
Case 7,Flat Grinding - Machine 11,8,0,75.0
Case 7,Lapping - Machine 1,8,0,75.0
Case 7,Laser Marking - Machine 7,8,0,75.0
Case 7,Final Inspection Q.C.,0,0,56.0
Case 7,Final Inspection Q.C.,8,0,168.0
Case 7,Packing,8,0,60.0
Case 70,Turning & Milling - Machine 9,0,0,661.0
Case 70,Turning & Milling - Machine 9,0,0,523.0
Case 70,Turning & Milling - Machine 9,1,0,325.0
Case 70,Turning & Milling - Machine 9,0,0,157.0
Case 70,Turning & Milling - Machine 9,1,0,243.0
Case 70,Turning & Milling - Machine 9,7,0,265.0
Case 70,Turning & Milling - Machine 9,16,0,583.0
Case 70,Turning & Milling - Machine 9,8,0,319.0
Case 70,Turning & Milling - Machine 9,0,0,183.0
Case 70,Turning & Milling - Machine 9,0,0,371.0
Case 70,Turning & Milling Q.C.,0,0,16.0
Case 70,Turning & Milling Q.C.,0,0,59.0
Case 70,Turning & Milling - Machine 9,0,0,124.0
Case 70,Turning & Milling Q.C.,0,0,320.0
Case 70,Turning & Milling - Machine 9,1,0,392.0
Case 70,Turning & Milling Q.C.,0,1,260.0
Case 70,Turning & Milling - Machine 9,1,0,446.0
Case 70,Turning & Milling - Machine 9,1,0,451.0
Case 70,Turning & Milling Q.C.,0,0,146.0
Case 70,Turning & Milling - Machine 9,0,0,34.0
Case 70,Turning & Milling - Machine 9,0,0,75.0
Case 70,Turning & Milling - Machine 9,0,0,227.0
Case 70,Turning & Milling - Machine 9,9,0,523.0
Case 70,Turning & Milling Q.C.,0,0,410.0
Case 70,Turning & Milling - Machine 9,1,0,168.0
Case 70,Turning & Milling - Machine 9,8,0,437.0
Case 70,Fix EDM,2,0,121.0
Case 70,Turning & Milling Q.C.,15,0,539.0
Case 70,Turning & Milling - Machine 9,5,0,486.0
Case 70,Turning & Milling - Machine 9,7,0,365.0
Case 70,Turning & Milling Q.C.,30,0,75.0
Case 70,Turning & Milling - Machine 9,0,0,120.0
Case 70,Turning & Milling Q.C.,15,2,484.0
Case 70,Turning & Milling - Machine 9,1,0,100.0
Case 70,Turning & Milling Q.C.,0,0,40.0
Case 70,Turning & Milling - Machine 9,29,0,396.0
Case 70,Fix EDM,1,0,60.0
Case 70,Turning & Milling Q.C.,30,0,28.0
Case 70,Turning & Milling - Machine 8,0,0,731.0
Case 70,Turning & Milling - Machine 8,0,0,690.0
Case 70,Turning & Milling Q.C.,0,0,93.0
Case 70,Turning & Milling - Machine 8,2,0,262.0
Case 70,Turning & Milling - Machine 8,3,0,501.0
Case 70,Turning & Milling Q.C.,2,0,56.0
Case 70,Turning & Milling - Machine 8,7,0,607.0
Case 70,Turning & Milling - Machine 8,0,0,309.0
Case 70,Turning Q.C.,0,0,60.0
Case 70,Turning & Milling - Machine 9,0,0,363.0
Case 70,Turning & Milling - Machine 8,5,0,444.0
Case 70,Turning & Milling - Machine 8,0,0,79.0
Case 70,Turning & Milling - Machine 8,8,0,636.0
Case 70,Turning & Milling - Machine 9,1,0,81.0
Case 70,Turning & Milling - Machine 9,0,0,238.0
Case 70,Turning & Milling - Machine 9,1,0,226.0
Case 70,Turning Q.C.,0,0,120.0
Case 70,Turning & Milling - Machine 8,5,0,377.0
Case 70,Turning & Milling - Machine 9,5,0,407.0
Case 70,Turning & Milling Q.C.,26,2,173.0
Case 70,Fix EDM,0,0,60.0
Case 70,Turning Q.C.,0,0,403.0
Case 70,Turning & Milling - Machine 9,3,0,420.0
Case 70,Grinding Rework - Machine 12,0,0,90.0
Case 70,Turning & Milling - Machine 8,0,0,145.0
Case 70,Turning Q.C.,0,0,241.0
Case 70,Turning & Milling - Machine 8,0,0,101.0
Case 70,Turning & Milling - Machine 9,4,0,450.0
Case 70,Turning & Milling - Machine 8,12,0,484.0
Case 70,Turning & Milling - Machine 9,6,0,498.0
Case 70,Turning & Milling - Machine 9,8,0,520.0
Case 70,Turning & Milling - Machine 8,0,0,447.0
Case 70,Turning & Milling - Machine 8,8,0,480.0
Case 70,Turning & Milling - Machine 9,0,0,65.0
Case 70,Turning Q.C.,25,3,127.0
Case 70,Turning & Milling - Machine 8,5,0,497.0
Case 70,Turning Q.C.,25,0,100.0
Case 71,Turning & Milling - Machine 10,1,0,143.0
Case 71,Turning & Milling - Machine 10,11,0,197.0
Case 71,Packing,12,0,60.0
Case 71,Turning Q.C.,12,0,4.0
Case 71,Laser Marking - Machine 7,12,0,36.0
Case 71,Flat Grinding - Machine 11,12,0,1.0
Case 71,Final Inspection Q.C.,12,0,75.0
Case 72,Turning & Milling - Machine 8,0,0,574.0
Case 72,Turning & Milling - Machine 8,12,0,46.0
Case 72,Turning & Milling Q.C.,12,0,86.0
Case 72,Flat Grinding - Machine 11,0,0,75.0
Case 72,Flat Grinding - Machine 11,1,0,1.0
Case 72,Laser Marking - Machine 7,12,0,206.0
Case 72,Flat Grinding - Machine 11,11,0,75.0
Case 72,Packing,3,0,60.0
Case 72,Packing,9,0,60.0
Case 72,Final Inspection Q.C.,12,0,1.0
Case 73,Turning & Milling - Machine 4,0,0,8.0
Case 73,Turning & Milling - Machine 4,0,0,552.0
Case 73,Turning & Milling - Machine 4,0,0,209.0
Case 73,Turning & Milling - Machine 4,0,0,173.0
Case 73,Turning & Milling - Machine 4,1,0,131.0
Case 73,Turning & Milling - Machine 4,0,0,76.0
Case 73,Turning & Milling - Machine 4,22,0,338.0
Case 73,Turning & Milling Q.C.,0,0,62.0
Case 73,Turning & Milling - Machine 4,17,0,262.0
Case 73,Turning & Milling - Machine 4,10,0,148.0
Case 73,Turning & Milling Q.C.,49,1,22.0
Case 73,Laser Marking - Machine 7,49,0,20.0
Case 73,Round Grinding - Machine 2,1,0,109.0
Case 73,Round Grinding - Machine 2,9,0,34.0
Case 73,Round Grinding - Machine 2,39,0,250.0
Case 73,Round Grinding - Machine 2,0,0,54.0
Case 73,Round Grinding - Machine 2,49,0,135.0
Case 73,Round Grinding - Q.C.,49,0,24.0
Case 73,Packing,49,0,60.0
Case 73,Final Inspection Q.C.,49,0,298.0
Case 74,Packing,3,0,60.0
Case 74,Final Inspection Q.C.,0,0,36.0
Case 74,Final Inspection Q.C.,3,0,75.0
Case 75,Turning & Milling - Machine 8,0,0,64.0
Case 75,Turning & Milling - Machine 8,0,0,259.0
Case 75,Turning & Milling - Machine 8,10,0,205.0
Case 75,Turning & Milling - Machine 8,0,0,180.0
Case 75,Turning & Milling - Machine 8,0,0,210.0
Case 75,Turning & Milling - Machine 8,10,0,60.0
Case 75,Turning & Milling Q.C.,10,0,80.0
Case 75,Laser Marking - Machine 7,10,0,1.0
Case 75,Lapping - Machine 1,10,0,38.0
Case 75,Round Grinding - Machine 12,0,0,90.0
