Case ID,Activity,Similar Case Count,Avg Qty Completed by Similar,Avg Qty Rejected by Similar,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Similar,Completion Time (minutes)
Case 38,Round Grinding - Machine 3,0,,,,0,0,92.0
Case 38,Round Grinding - Machine 3,0,,,,0,0,645.0
Case 38,Round Grinding - Machine 3,0,,,,0,0,515.0
Case 38,Final Inspection Q.C.,0,,,,0,0,278.0
Case 38,Final Inspection Q.C.,0,,,,0,0,60.0
Case 38,Packing,3,40.666666666666664,0.0,60.0,1,122,60.0
Case 38,Final Inspection Q.C.,0,,,,0,0,1.0
Case 38,Packing,5,42.2,0.0,60.0,1,211,60.0
Case 38,Grinding Rework - Machine 27,0,,,,0,0,82.0
Case 38,Final Inspection Q.C.,1,0.0,8.0,72.0,1,0,75.0
Case 39,Turning & Milling - Machine 10,0,,,,0,0,463.0
Case 39,Turning & Milling - Machine 10,0,,,,0,0,188.0
Case 39,Turning & Milling Q.C.,0,,,,0,0,73.0
Case 39,Turning & Milling - Machine 10,0,,,,0,0,188.0
Case 39,Turning & Milling Q.C.,0,,,,0,0,50.0
Case 39,Turning & Milling - Machine 10,0,,,,0,0,103.0
Case 39,Turning & Milling - Machine 10,0,,,,0,0,300.0
Case 39,Turning & Milling - Machine 10,0,,,,0,0,23.0
Case 39,Turning & Milling - Machine 10,0,,,,0,0,336.0
Case 39,Turning & Milling Q.C.,0,,,,0,0,94.0
Case 39,Turning & Milling Q.C.,0,,,,0,0,89.0
Case 39,Laser Marking - Machine 7,0,,,,0,0,22.0
Case 39,Round Grinding - Q.C.,0,,,,0,0,67.0
Case 4,SETUP     Turning & Milling - Machine 5,0,,,,0,0,241.0
Case 4,Turning & Milling - Machine 5,0,,,,0,0,352.0
Case 4,Turning & Milling Q.C.,0,,,,0,0,120.0
Case 4,Turning & Milling - Machine 5,0,,,,0,0,24.0
Case 4,Turning & Milling - Machine 5,0,,,,0,0,463.0
Case 4,Turning & Milling - Machine 5,0,,,,0,0,210.0
Case 4,Turning & Milling Q.C.,0,,,,0,0,61.0
Case 4,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 4,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 4,Laser Marking - Machine 7,1,49.0,0.0,21.0,1,49,75.0
Case 40,Turning - Machine 9,0,,,,0,0,156.0
Case 40,Turning - Machine 9,0,,,,0,0,137.0
Case 40,Turning - Machine 9,0,,,,0,0,26.0
Case 40,Turning - Machine 9,0,,,,0,0,48.0
Case 40,Turning - Machine 9,0,,,,0,0,368.0
Case 40,Turning - Machine 9,0,,,,0,0,416.0
Case 40,Turning Q.C.,0,,,,0,0,28.0
Case 40,Flat Grinding - Machine 11,0,,,,0,0,55.0
Case 40,Laser Marking - Machine 7,0,,,,0,0,24.0
Case 40,Packing,4,26.0,0.0,60.0,1,156,60.0
Case 40,Final Inspection Q.C.,0,,,,0,0,1.0
Case 41,Turning & Milling - Machine 9,0,,,,0,0,225.0
Case 41,Turning & Milling - Machine 9,0,,,,0,0,64.0
Case 41,Turning & Milling Q.C.,0,,,,0,0,183.0
Case 41,Turning & Milling - Machine 9,0,,,,0,0,214.0
Case 41,Turning & Milling - Machine 9,0,,,,0,0,254.0
Case 41,Grinding Rework,0,,,,0,0,30.0
Case 41,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 41,Laser Marking - Machine 7,0,,,,0,0,20.0
Case 41,Lapping - Machine 1,0,,,,0,0,30.0
Case 41,Round Grinding - Machine 3,0,,,,0,0,187.0
Case 41,Round Grinding - Machine 3,0,,,,0,0,190.0
Case 41,Packing,3,10.0,0.0,60.0,1,30,60.0
Case 41,Final Inspection Q.C.,0,,,,0,0,263.0
Case 42,Turning & Milling - Machine 6,0,,,,0,0,184.0
Case 42,Turning & Milling - Machine 6,0,,,,0,0,451.0
Case 42,Turning & Milling Q.C.,0,,,,0,0,43.0
Case 42,Turning & Milling - Machine 6,0,,,,0,0,464.0
Case 42,Turning & Milling - Machine 6,0,,,,0,0,79.0
Case 42,Turning & Milling - Machine 6,0,,,,0,0,586.0
Case 42,Turning & Milling Q.C.,1,0.0,0.0,78.0,1,0,96.0
Case 42,Turning & Milling - Machine 6,0,,,,0,0,460.0
Case 42,Turning & Milling Q.C.,0,,,,0,0,1.0
Case 42,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 42,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 42,Lapping - Machine 1,0,,,,0,0,75.0
Case 42,Round Grinding - Machine 12,0,,,,0,0,439.0
Case 42,Flat Grinding - Machine 11,0,,,,0,0,104.0
Case 42,Laser Marking - Machine 7,0,,,,0,0,29.0
Case 42,Round Grinding - Machine 12,0,,,,0,0,337.0
Case 42,Lapping - Machine 1,1,4.0,0.0,79.0,1,4,1.0
Case 42,Final Inspection Q.C.,0,,,,0,0,343.0
Case 42,Round Grinding - Machine 12,0,,,,0,0,206.0
Case 42,Laser Marking - Machine 7,0,,,,0,0,58.0
Case 42,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 42,Packing,3,78.0,0.0,60.0,1,234,60.0
Case 42,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 42,Round Grinding - Machine 12,0,,,,0,0,516.0
Case 42,Flat Grinding - Machine 11,0,,,,0,0,88.0
Case 42,Lapping - Machine 1,0,,,,0,0,1.0
Case 42,Round Grinding - Machine 12,0,,,,0,0,144.0
Case 42,Final Inspection Q.C.,0,,,,0,0,98.0
Case 42,Round Grinding - Machine 2,0,,,,0,0,2.0
Case 42,Packing,4,31.0,0.0,60.0,1,124,60.0
Case 43,Turning & Milling - Machine 8,0,,,,0,0,69.0
Case 43,Turning & Milling - Machine 8,0,,,,0,0,275.0
Case 43,Turning & Milling Q.C.,0,,,,0,0,35.0
Case 43,Turning & Milling - Machine 8,0,,,,0,0,96.0
Case 43,Turning & Milling - Machine 8,0,,,,0,0,276.0
Case 43,Turning & Milling Q.C.,0,,,,0,0,11.0
Case 43,Laser Marking - Machine 7,0,,,,0,0,15.0
Case 43,Lapping - Machine 1,0,,,,0,0,36.0
Case 43,Final Inspection Q.C.,0,,,,0,0,60.0
Case 43,Packing,9,72.22222222222223,0.0,60.0,1,650,60.0
Case 43,Packing,9,72.22222222222223,0.0,60.0,1,650,60.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,83.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,428.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,215.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,269.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,268.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,595.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,666.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,542.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,543.0
Case 44,Turning & Milling Q.C.,0,,,,0,0,9.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,620.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,151.0
Case 44,Turning & Milling Q.C.,0,,,,0,0,91.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,82.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,385.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,421.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,537.0
Case 44,Turning & Milling Q.C.,0,,,,0,0,90.0
Case 44,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,630.0
Case 44,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,657.0
Case 44,Packing,10,71.3,0.0,60.0,1,713,60.0
Case 44,Lapping - Machine 1,0,,,,0,0,246.0
Case 44,Final Inspection Q.C.,0,,,,0,0,84.0
Case 44,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 44,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 44,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,86.0
Case 44,Turning & Milling Q.C.,0,,,,0,0,97.0
Case 44,Laser Marking - Machine 7,0,,,,0,0,66.0
Case 44,Lapping - Machine 1,2,0.0,0.0,75.0,1,0,75.0
Case 44,Lapping - Machine 1,2,0.0,0.0,75.0,1,0,75.0
Case 44,Lapping - Machine 1,2,0.0,0.0,75.0,1,0,75.0
Case 44,Lapping - Machine 1,2,0.0,0.0,75.0,1,0,75.0
Case 44,Final Inspection Q.C.,0,,,,0,0,55.0
Case 44,Lapping - Machine 1,0,,,,0,0,150.0
Case 44,Final Inspection Q.C.,0,,,,0,0,160.0
Case 44,Packing,3,57.333333333333336,0.0,60.0,1,172,60.0
Case 44,Packing,4,25.6,0.0,60.0,1,128,60.0
Case 45,Turning & Milling - Machine 6,0,,,,0,0,343.0
Case 45,Turning & Milling - Machine 6,0,,,,0,0,192.0
Case 45,Turning & Milling - Machine 6,0,,,,0,0,242.0
Case 45,Turning & Milling Q.C.,0,,,,0,0,174.0
Case 45,Fix - Machine 15M,0,,,,0,0,96.0
Case 45,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 45,Turning & Milling Q.C.,0,,,,0,0,37.0
Case 46,Turning & Milling - Machine 6,0,,,,0,0,75.0
Case 46,Turning & Milling - Machine 6,0,,,,0,0,387.0
Case 46,Turning & Milling - Machine 6,0,,,,0,0,185.0
Case 46,Turning & Milling - Machine 6,0,,,,0,0,156.0
Case 46,Turning & Milling - Machine 6,0,,,,0,0,280.0
Case 46,Turning & Milling Q.C.,0,,,,0,0,115.0
Case 46,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 46,Lapping - Machine 1,0,,,,0,0,0.0
Case 46,Final Inspection Q.C.,0,,,,0,0,53.0
Case 46,Final Inspection Q.C.,0,,,,0,0,12.0
Case 46,Packing,2,130.0,0.0,60.0,1,260,60.0
Case 47,Turning & Milling - Machine 8,0,,,,0,0,335.0
Case 47,Turning & Milling - Machine 8,0,,,,0,0,72.0
Case 47,Turning & Milling Q.C.,0,,,,0,0,20.0
Case 47,Turning & Milling - Machine 8,0,,,,0,0,122.0
Case 47,Turning & Milling - Machine 8,0,,,,0,0,59.0
Case 47,Turning & Milling - Machine 8,0,,,,0,0,61.0
Case 47,Turning & Milling Q.C.,1,30.0,0.0,28.0,1,30,18.0
Case 47,Laser Marking - Machine 7,0,,,,0,0,3.0
Case 47,Flat Grinding - Machine 11,0,,,,0,0,46.0
Case 47,Lapping - Machine 1,0,,,,0,0,75.0
Case 47,Round Grinding - Machine 2,0,,,,0,0,120.0
Case 47,Final Inspection Q.C.,0,,,,0,0,370.0
Case 47,Packing,8,25.0,0.0,60.0,1,225,60.0
Case 48,Turning & Milling - Machine 4,0,,,,0,0,461.0
Case 48,Turning & Milling - Machine 4,0,,,,0,0,247.0
Case 48,Turning & Milling - Machine 4,0,,,,0,0,407.0
Case 48,Turning & Milling Q.C.,1,0.0,2.0,30.0,1,0,100.0
Case 48,Turning & Milling - Machine 4,0,,,,0,0,148.0
Case 48,Turning & Milling Q.C.,0,,,,0,0,43.0
Case 48,Laser Marking - Machine 7,0,,,,0,0,28.0
Case 48,Lapping - Machine 1,0,,,,0,0,103.0
Case 48,Round Grinding - Manual,0,,,,0,0,316.0
Case 48,Round Grinding - Manual,0,,,,0,0,429.0
Case 48,Round Grinding - Manual,0,,,,0,0,291.0
Case 48,Round Grinding - Manual,0,,,,0,0,307.0
Case 48,Round Grinding - Machine 2,0,,,,0,0,184.0
Case 48,Round Grinding - Machine 2,0,,,,0,0,66.0
Case 48,Round Grinding - Manual,0,,,,0,0,517.0
Case 48,Round Grinding - Machine 2,0,,,,0,0,118.0
Case 48,Round Grinding - Machine 2,0,,,,0,0,231.0
Case 48,Round Grinding - Machine 12,0,,,,0,0,72.0
Case 48,Round Grinding - Machine 12,0,,,,0,0,35.0
Case 48,Round Grinding - Manual,0,,,,0,0,356.0
Case 48,Round Grinding - Machine 2,0,,,,0,0,218.0
Case 48,Round Grinding - Machine 12,0,,,,0,0,528.0
Case 48,Round Grinding - Machine 2,0,,,,0,0,400.0
Case 48,Packing,3,58.0,0.0,60.0,1,232,60.0
Case 48,Final Inspection Q.C.,0,,,,0,0,300.0
Case 48,Round Grinding - Machine 12,0,,,,0,0,389.0
Case 48,Packing,3,13.666666666666666,0.0,60.0,1,41,60.0
Case 48,Final Inspection Q.C.,0,,,,0,0,154.0
Case 48,Grinding Rework - Machine 27,0,,,,0,0,195.0
Case 48,Packing,3,10.333333333333334,0.0,60.0,1,31,60.0
Case 48,Final Inspection Q.C.,0,,,,0,0,75.0
Case 49,Turning & Milling - Machine 8,0,,,,0,0,521.0
Case 49,Turning & Milling Q.C.,0,,,,0,0,65.0
Case 49,Turning & Milling - Machine 8,0,,,,0,0,183.0
Case 49,Turning & Milling - Machine 6,0,,,,0,0,75.0
Case 49,Turning & Milling Q.C.,0,,,,0,0,111.0
Case 49,Flat Grinding - Machine 11,0,,,,0,0,40.0
Case 49,Turning & Milling Q.C.,0,,,,0,0,117.0
Case 49,Laser Marking - Machine 7,0,,,,0,0,25.0
Case 49,Lapping - Machine 1,0,,,,0,0,75.0
Case 49,Packing,4,24.4,0.0,60.0,1,122,60.0
Case 49,Final Inspection Q.C.,0,,,,0,0,33.0
Case 5,Turning & Milling - Machine 8,0,,,,0,0,297.0
Case 5,Turning & Milling - Machine 8,0,,,,0,0,29.0
Case 50,Turning & Milling - Machine 6,0,,,,0,0,1.0
Case 50,Turning & Milling - Machine 6,0,,,,0,0,53.0
Case 50,Turning & Milling - Machine 6,0,,,,0,0,348.0
Case 50,Turning & Milling - Machine 6,0,,,,0,0,146.0
Case 50,Turning & Milling Q.C.,0,,,,0,0,168.0
Case 50,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 50,Lapping - Machine 1,0,,,,0,0,0.0
Case 50,Packing,3,9.333333333333334,0.0,60.0,1,28,60.0
Case 50,Final Inspection Q.C.,0,,,,0,0,142.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,87.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,130.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,92.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,47.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,147.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,22.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,500.0
Case 52,Turning & Milling - Machine 8,0,,,,0,0,234.0
Case 52,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 52,Flat Grinding - Machine 11,0,,,,0,0,95.0
Case 52,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 52,Laser Marking - Machine 7,0,,,,0,0,40.0
Case 52,Final Inspection Q.C.,0,,,,0,0,128.0
Case 52,Final Inspection Q.C.,1,44.0,0.0,3.0,1,44,1.0
Case 52,Packing,6,95.16666666666667,0.0,60.0,1,571,60.0
Case 52,Packing,10,78.4,0.0,60.0,1,784,60.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,126.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,68.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,79.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,120.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,105.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,227.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,60.0
Case 53,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 53,Turning & Milling - Machine 8,0,,,,0,0,210.0
Case 53,Turning & Milling Q.C.,0,,,,0,0,11.0
Case 53,Turning & Milling Q.C.,0,,,,0,0,68.0
Case 53,Laser Marking - Machine 7,1,39.0,0.0,73.0,1,39,102.0
Case 53,Flat Grinding - Machine 11,1,21.0,0.0,1.0,1,21,1.0
Case 53,Round Grinding - Machine 12,0,,,,0,0,70.0
Case 53,Round Grinding - Machine 12,0,,,,0,0,111.0
Case 53,Final Inspection Q.C.,0,,,,0,0,180.0
Case 53,Final Inspection Q.C.,2,0.0,0.0,123.0,1,0,14.0
Case 53,Packing,1,45.0,0.0,60.0,1,45,60.0
Case 54,Turning & Milling - Machine 4,0,,,,0,0,406.0
Case 54,Turning & Milling - Machine 4,0,,,,0,0,218.0
Case 54,Turning & Milling - Machine 4,0,,,,0,0,45.0
Case 54,Turning & Milling - Machine 4,0,,,,0,0,387.0
Case 54,Turning & Milling Q.C.,0,,,,0,0,59.0
Case 54,Turning & Milling - Machine 4,0,,,,0,0,414.0
Case 54,Turning & Milling Q.C.,0,,,,0,0,15.0
Case 54,Flat Grinding - Machine 11,0,,,,0,0,60.0
Case 54,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 54,Turning & Milling Q.C.,0,,,,0,0,49.0
Case 54,Final Inspection Q.C.,0,,,,0,0,40.0
Case 54,Flat Grinding - Machine 11,1,9.0,0.0,1.0,1,9,1.0
Case 54,Lapping - Machine 1,0,,,,0,0,75.0
Case 54,Laser Marking - Machine 7,0,,,,0,0,1.0
Case 54,Packing,8,23.77777777777778,0.0,60.0,1,214,60.0
Case 54,Final Inspection Q.C.,0,,,,0,0,23.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,201.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,69.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,562.0
Case 55,Turning & Milling Q.C.,0,,,,0,0,31.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,341.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,512.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,29.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,415.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,398.0
Case 55,Turning & Milling Q.C.,0,,,,0,0,90.0
Case 55,Laser Marking - Machine 7,0,,,,0,0,49.0
Case 55,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 55,Flat Grinding - Machine 11,0,,,,0,0,190.0
Case 55,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 55,Lapping - Machine 1,0,,,,0,0,90.0
Case 55,Final Inspection Q.C.,0,,,,0,0,60.0
Case 55,Packing,1,76.0,0.0,60.0,1,152,60.0
Case 55,Turn & Mill. & Screw Assem - Machine 10,0,,,,0,0,75.0
Case 56,Turning - Machine 8,0,,,,0,0,89.0
Case 56,Turning - Machine 8,0,,,,0,0,242.0
Case 56,Packing,3,3.0,0.0,60.0,1,9,60.0
Case 56,Turning - Machine 8,0,,,,0,0,130.0
Case 56,Turning Q.C.,0,,,,0,0,34.0
Case 56,Lapping - Machine 1,0,,,,0,0,73.0
Case 56,Laser Marking - Machine 7,0,,,,0,0,18.0
Case 56,Final Inspection Q.C.,0,,,,0,0,49.0
Case 58,Round Grinding - Manual,0,,,,0,0,27.0
Case 58,Round Grinding - Manual,0,,,,0,0,69.0
Case 58,Round Grinding - Manual,0,,,,0,0,132.0
Case 58,Round Grinding - Manual,0,,,,0,0,418.0
Case 58,Final Inspection Q.C.,0,,,,0,0,501.0
Case 58,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 58,Packing,3,29.666666666666668,0.0,60.0,1,89,60.0
Case 59,Turning & Milling - Machine 6,0,,,,0,0,367.0
Case 59,Turning & Milling - Machine 6,0,,,,0,0,108.0
Case 59,Turning & Milling - Machine 6,0,,,,0,0,57.0
Case 59,Turning & Milling Q.C.,0,,,,0,0,50.0
Case 59,Laser Marking - Machine 7,0,,,,0,0,5.0
Case 59,Lapping - Machine 1,0,,,,0,0,38.0
Case 59,Packing,8,25.333333333333332,0.0,60.0,1,228,60.0
Case 59,Final Inspection Q.C.,0,,,,0,0,101.0
Case 59,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,90.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,24.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,183.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,172.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,431.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,185.0
Case 6,Turning & Milling Q.C.,0,,,,0,0,16.0
Case 6,Turning & Milling Q.C.,0,,,,0,0,474.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,663.0
Case 6,Turning & Milling - Machine 8,0,,,,0,0,238.0
Case 6,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 6,Turning & Milling Q.C.,0,,,,0,0,9.0
Case 6,Flat Grinding - Machine 11,0,,,,0,0,45.0
Case 6,Laser Marking - Machine 7,0,,,,0,0,47.0
Case 6,Final Inspection Q.C.,0,,,,0,0,1.0
Case 6,Packing,4,24.0,0.0,60.0,1,120,60.0
Case 6,Packing,4,24.0,0.0,60.0,1,120,60.0
Case 6,Laser Marking - Machine 7,1,0.0,4.0,75.0,1,0,75.0
Case 60,Turning - Machine 8,0,,,,0,0,107.0
Case 60,Lapping - Machine 1,0,,,,0,0,20.0
Case 60,Turning - Machine 8,0,,,,0,0,157.0
Case 60,Turning Q.C.,0,,,,0,0,60.0
Case 60,Turning - Machine 8,0,,,,0,0,98.0
Case 60,Turning - Machine 8,0,,,,0,0,399.0
Case 60,Turning Q.C.,0,,,,0,0,58.0
Case 60,Turning Q.C.,0,,,,0,0,46.0
Case 60,Lapping - Machine 1,0,,,,0,0,36.0
Case 60,Laser Marking - Machine 7,0,,,,0,0,11.0
Case 60,Final Inspection Q.C.,0,,,,0,0,60.0
Case 60,Final Inspection Q.C.,0,,,,0,0,1.0
Case 60,Packing,5,28.833333333333332,0.0,60.0,1,173,60.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,280.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,38.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,62.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,571.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,206.0
Case 61,Turning & Milling Q.C.,0,,,,0,0,109.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,245.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,110.0
Case 61,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,90.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,148.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,269.0
Case 61,Turning & Milling - Machine 9,0,,,,0,0,507.0
Case 61,Turning & Milling Q.C.,0,,,,0,0,181.0
Case 61,Turning & Milling Q.C.,0,,,,0,0,3.0
Case 61,Turning & Milling Q.C.,0,,,,0,0,75.0
Case 61,Stress Relief,0,,,,0,0,0.0
Case 61,Turning - Machine 9,0,,,,0,0,1061.0
Case 61,Turning - Machine 9,0,,,,0,0,63.0
Case 61,Turning - Machine 9,0,,,,0,0,350.0
Case 61,Turning Q.C.,0,,,,0,0,67.0
Case 61,Turning - Machine 9,0,,,,0,0,174.0
Case 61,Turning - Machine 9,0,,,,0,0,398.0
Case 61,Turning - Machine 9,0,,,,0,0,465.0
Case 61,Turning Q.C.,0,,,,0,0,120.0
Case 61,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 61,Laser Marking - Machine 7,0,,,,0,0,61.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,156.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,877.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,377.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,155.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,91.0
Case 62,Turning & Milling - Machine 8,0,,,,0,0,42.0
Case 62,Turning & Milling Q.C.,0,,,,0,0,36.0
Case 62,Turning & Milling Q.C.,0,,,,0,0,221.0
Case 62,Laser Marking - Machine 7,1,18.0,0.0,1.0,1,18,75.0
Case 62,Flat Grinding - Machine 11,0,,,,0,0,47.0
Case 62,Lapping - Machine 1,0,,,,0,0,75.0
Case 62,Round Grinding - Machine 3,0,,,,0,0,130.0
Case 62,Round Grinding - Machine 3,0,,,,0,0,81.0
Case 62,Grinding Rework - Machine 12,0,,,,0,0,145.0
Case 62,Packing,3,8.666666666666666,0.0,60.0,1,26,60.0
Case 62,Final Inspection Q.C.,0,,,,0,0,66.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,58.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,139.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,180.0
Case 63,Turning & Milling Q.C.,0,,,,0,0,64.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,420.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,1297.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,482.0
Case 63,Turning & Milling - Machine 4,0,,,,0,0,173.0
Case 63,Turning & Milling Q.C.,0,,,,0,0,166.0
Case 63,Laser Marking - Machine 7,0,,,,0,0,67.0
Case 63,Laser Marking - Machine 7,1,10.0,0.0,1.0,1,10,31.0
Case 63,Lapping - Machine 1,2,0.0,0.0,75.0,1,0,75.0
Case 63,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 63,Grinding Rework,0,,,,0,0,229.0
Case 63,Lapping - Machine 1,0,,,,0,0,75.0
Case 63,Lapping - Machine 1,0,,,,0,0,1.0
Case 63,Lapping - Machine 1,1,0.0,0.0,75.0,1,0,75.0
Case 63,Lapping - Machine 1,0,,,,0,0,91.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,183.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,39.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,413.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,131.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,509.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,150.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,637.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,552.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,202.0
Case 63,Turning & Milling Q.C.,0,,,,0,0,637.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,565.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,447.0
Case 63,Turning & Milling Q.C.,0,,,,0,0,198.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,168.0
Case 63,Lapping - Machine 1,0,,,,0,0,205.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,144.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,518.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,332.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,116.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,589.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,56.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,592.0
Case 63,Round Grinding - Machine 2,0,,,,0,0,268.0
Case 63,Final Inspection Q.C.,0,,,,0,0,90.0
Case 63,Final Inspection Q.C.,0,,,,0,0,171.0
Case 63,Final Inspection Q.C.,0,,,,0,0,100.0
Case 63,Final Inspection Q.C.,0,,,,0,0,110.0
Case 63,Final Inspection Q.C.,0,,,,0,0,281.0
