Case ID,Activity,Last Qty Completed,Last Qty Rejected,Completion Time (minutes),Similar Case Count,Avg Qty Completed by Similar,Avg Qty Rejected by Similar,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Similar,Completion Time (minutes)_KDE,Concurrent Case Count,Avg Qty Completed by Others,Avg Qty Rejected by Others,Avg Duration of Concurrent Cases_DDE,Active Resources Count_DDE,Total Qty Completed by Others,Completion Time (minutes)_DDE
Case 28,Packing,5,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,5,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,5,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,5,0,60.0,1,64.0,0.0,60.0,1,64,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,5,0,60.0,1,64.0,0.0,60.0,1,64,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,5,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,5,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,5,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,5,0,60.0,3,63.0,0.0,60.0,1,189,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,5,0,60.0,3,63.0,0.0,60.0,1,189,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,5,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,5,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,5,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,5,0,60.0,3,45.0,0.0,60.0,1,135,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,5,0,60.0,3,45.0,0.0,60.0,1,135,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,5,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,5,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,5,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,5,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,5,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,5,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,66,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,66,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,3,63.0,0.0,60.0,1,189,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,66,0,60.0,3,63.0,0.0,60.0,1,189,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,66,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,66,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,3,45.0,0.0,60.0,1,135,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,66,0,60.0,3,45.0,0.0,60.0,1,135,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,66,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,66,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,66,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,66,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,66,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,37,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,37,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,3,63.0,0.0,60.0,1,189,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,37,0,60.0,3,63.0,0.0,60.0,1,189,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,37,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,37,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,3,45.0,0.0,60.0,1,135,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,37,0,60.0,3,45.0,0.0,60.0,1,135,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,37,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,37,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,37,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,37,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,37,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,92,0,60.0,1,64.0,0.0,60.0,1,64,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,92,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,3,63.0,0.0,60.0,1,189,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,92,0,60.0,3,63.0,0.0,60.0,1,189,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,92,0,60.0,3,63.0,0.0,60.0,1,189,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,92,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,3,45.0,0.0,60.0,1,135,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,92,0,60.0,3,45.0,0.0,60.0,1,135,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,92,0,60.0,3,45.0,0.0,60.0,1,135,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 28,Packing,92,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,14.833333333333334,0.0,129.66666666666666,4,89,60.0
Case 28,Packing,92,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,5,31.5,0.0,67.5,3,189,60.0
Case 28,Packing,92,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,7,66.1,0.0,70.5,6,661,60.0
Case 28,Packing,92,0,60.0,3,57.333333333333336,0.0,60.0,1,172,60.0,4,34.4,0.0,66.0,2,172,60.0
Case 29,Packing,45,0,60.0,7,77.66666666666667,0.0,60.0,1,699,60.0,9,63.54545454545455,0.0,62.72727272727273,3,699,60.0
Case 3,Turning & Milling Q.C.,0,0,69.0,2,0.0,0.0,120.5,1,0,40.0,6,5.5,0.0,170.0,5,33,40.0
Case 3,Turning & Milling Q.C.,10,0,40.0,2,0.0,0.0,120.5,1,0,40.0,6,5.5,0.0,170.0,5,33,40.0
Case 3,Packing,10,0,60.0,5,71.66666666666667,0.0,60.0,1,430,60.0,6,53.75,0.0,63.75,2,430,60.0
Case 31,Turning & Milling Q.C.,28,1,100.0,1,12.0,1.0,30.0,1,12,100.0,2,13.5,0.25,313.0,4,54,100.0
Case 31,Turning & Milling Q.C.,28,1,100.0,1,12.0,1.0,30.0,1,12,100.0,2,19.5,0.0,68.5,2,39,15.0
Case 31,Turning & Milling Q.C.,0,1,15.0,1,12.0,1.0,30.0,1,12,100.0,2,13.5,0.25,313.0,4,54,100.0
Case 31,Turning & Milling Q.C.,0,1,15.0,1,12.0,1.0,30.0,1,12,100.0,2,19.5,0.0,68.5,2,39,15.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,54.46666666666667,0.0,64.0,3,817,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,1.3333333333333333,0.0,70.0,2,4,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,20.0,0.0,440.0,1,20,25.0
Case 31,Flat Grinding - Machine 11,10,0,49.0,1,0.0,0.0,75.0,1,0,75.0,13,54.46666666666667,0.0,64.0,3,817,75.0
Case 31,Flat Grinding - Machine 11,10,0,49.0,1,0.0,0.0,75.0,1,0,75.0,2,1.3333333333333333,0.0,70.0,2,4,75.0
Case 31,Flat Grinding - Machine 11,10,0,49.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,10,0,49.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,10,0,49.0,1,0.0,0.0,75.0,1,0,75.0,1,20.0,0.0,440.0,1,20,25.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,54.46666666666667,0.0,64.0,3,817,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,1.3333333333333333,0.0,70.0,2,4,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,20.0,0.0,440.0,1,20,25.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,54.46666666666667,0.0,64.0,3,817,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,1.3333333333333333,0.0,70.0,2,4,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,20.0,0.0,440.0,1,20,25.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,13,54.46666666666667,0.0,64.0,3,817,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,1.3333333333333333,0.0,70.0,2,4,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,0,0,75.0,1,0.0,0.0,75.0,1,0,75.0,1,20.0,0.0,440.0,1,20,25.0
Case 31,Flat Grinding - Machine 11,18,0,25.0,1,0.0,0.0,75.0,1,0,75.0,13,54.46666666666667,0.0,64.0,3,817,75.0
Case 31,Flat Grinding - Machine 11,18,0,25.0,1,0.0,0.0,75.0,1,0,75.0,2,1.3333333333333333,0.0,70.0,2,4,75.0
Case 31,Flat Grinding - Machine 11,18,0,25.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,18,0,25.0,1,0.0,0.0,75.0,1,0,75.0,2,0.0,0.5,75.0,2,0,75.0
Case 31,Flat Grinding - Machine 11,18,0,25.0,1,0.0,0.0,75.0,1,0,75.0,1,20.0,0.0,440.0,1,20,25.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,4.0,0.0,113.0,1,4,519.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,0.0,0.0,248.0,1,0,532.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,14.0,0.0,213.0,1,28,425.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,3,8.333333333333334,0.0,96.66666666666669,2,25,366.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,26.0,0.0,1342.0,1,26,1343.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,14.0,0.0,515.0,1,14,514.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,0.0,0.0,61.0,1,0,370.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,6.0,0.0,450.0,1,6,462.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,10.0,0.0,418.0,1,10,412.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,6,2.8333333333333335,0.0,88.5,4,17,529.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,20.0,0.0,430.0,1,20,432.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,7.0,0.0,141.0,1,7,527.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,1.0,0.0,26.0,1,1,442.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,30.0,0.0,416.0,1,30,425.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,7,10.142857142857142,0.2857142857142857,281.7142857142857,6,71,528.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,1.0,0.0,41.0,1,1,457.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,16.0,0.0,425.0,1,16,427.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,4,14.0,0.0,278.0,4,56,526.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,53.0,0.0,121.0,1,53,181.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,14.0,0.0,213.0,1,28,425.0,1,52.0,0.0,647.0,1,52,453.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,4.0,0.0,113.0,1,4,519.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,0.0,0.0,248.0,1,0,532.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,14.0,0.0,213.0,1,28,425.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,3,8.333333333333334,0.0,96.66666666666669,2,25,366.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,26.0,0.0,1342.0,1,26,1343.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,14.0,0.0,515.0,1,14,514.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,0.0,0.0,61.0,1,0,370.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,6.0,0.0,450.0,1,6,462.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,10.0,0.0,418.0,1,10,412.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,6,2.8333333333333335,0.0,88.5,4,17,529.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,20.0,0.0,430.0,1,20,432.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,7.0,0.0,141.0,1,7,527.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,1.0,0.0,26.0,1,1,442.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,30.0,0.0,416.0,1,30,425.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,7,10.142857142857142,0.2857142857142857,281.7142857142857,6,71,528.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,1.0,0.0,41.0,1,1,457.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,16.0,0.0,425.0,1,16,427.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,4,14.0,0.0,278.0,4,56,526.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,53.0,0.0,121.0,1,53,181.0
Case 32,Turning & Milling - Machine 5,0,0,233.0,1,1.0,0.0,41.0,1,1,457.0,1,52.0,0.0,647.0,1,52,453.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,4.0,0.0,113.0,1,4,519.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,0.0,0.0,248.0,1,0,532.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,14.0,0.0,213.0,1,28,425.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,3,8.333333333333334,0.0,96.66666666666669,2,25,366.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,26.0,0.0,1342.0,1,26,1343.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,14.0,0.0,515.0,1,14,514.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,0.0,0.0,61.0,1,0,370.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,6.0,0.0,450.0,1,6,462.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,10.0,0.0,418.0,1,10,412.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,6,2.8333333333333335,0.0,88.5,4,17,529.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,20.0,0.0,430.0,1,20,432.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,7.0,0.0,141.0,1,7,527.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,1.0,0.0,26.0,1,1,442.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,30.0,0.0,416.0,1,30,425.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,7,10.142857142857142,0.2857142857142857,281.7142857142857,6,71,528.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,1.0,0.0,41.0,1,1,457.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,16.0,0.0,425.0,1,16,427.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,4,14.0,0.0,278.0,4,56,526.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,53.0,0.0,121.0,1,53,181.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,14.0,0.0,213.0,1,28,425.0,1,52.0,0.0,647.0,1,52,453.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,1.0,0.0,41.0,1,1,457.0,1,4.0,0.0,113.0,1,4,519.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,1.0,0.0,41.0,1,1,457.0,1,0.0,0.0,248.0,1,0,532.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,1.0,0.0,41.0,1,1,457.0,1,14.0,0.0,213.0,1,28,425.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,1.0,0.0,41.0,1,1,457.0,3,8.333333333333334,0.0,96.66666666666669,2,25,366.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,1.0,0.0,41.0,1,1,457.0,1,26.0,0.0,1342.0,1,26,1343.0
Case 32,Turning & Milling - Machine 5,0,0,519.0,1,1.0,0.0,41.0,1,1,457.0,1,14.0,0.0,515.0,1,14,514.0
